Structure,directory,type,split,c11,c11_pred,c12,c12_pred,c44,c44_pred,G,G_pred,B,B_pred,E_VRH,E_VRH_pred,nu,nu_pred,Cohesive_energy,Cohesive_energy_pred
3,1_Ni_Cu,binary,test,261.3768667,258.1099853515625,157.6785967,155.4484100341797,124.2829467,123.0745315551758,87.51910518,87.44357299804688,192.2446867,189.4024047851562,227.9639067,227.3554534912109,0.30236653,0.3004240989685059,-4.791772293,-4.694313526153564
4,1_Ni_Cu,binary,test,261.3576733,262.8124694824219,157.65951,157.2407684326172,124.2826933,124.4868621826172,87.51896028,88.982666015625,192.2255644,192.2461242675781,227.9605912,231.2353668212891,0.302349745,0.2997249364852905,-4.791770274,-4.762659549713135
5,1_Ni_Cu,binary,train,252.20587,255.3377990722656,155.4527367,155.2241821289062,120.49418,120.573600769043,83.55729265,85.36907196044922,187.7037811,188.4151763916016,218.2820846,222.4745788574219,0.306182128,0.3032181859016418,-4.696235316,-4.67732572555542
6,1_Ni_Cu,binary,train,253.0369633,255.3121948242188,155.67339,154.4918518066406,120.2636467,119.9900894165039,83.64629355,85.30821228027344,188.1279144,187.9037628173828,218.5482412,221.9567108154297,0.306383295,0.3022713661193848,-4.698354588,-4.695488452911377
7,1_Ni_Cu,binary,train,251.6919433,252.5296478271484,156.5425333,154.4356079101562,118.8635633,118.0102005004883,82.32658227,83.51202392578125,188.2590033,187.0475158691406,215.5581959,217.8319244384766,0.309165217,0.3050347864627838,-4.696364463,-4.674517154693604
8,1_Ni_Cu,binary,train,245.79517,245.4584197998047,153.96595,151.6360321044922,117.8877667,115.6708145141602,80.77554581,80.90816497802734,184.57569,182.9425964355469,211.4771722,211.1701202392578,0.30904205,0.3064343333244324,-4.602962084,-4.569637298583984
9,1_Ni_Cu,binary,test,245.76736,245.6607971191406,153.93984,151.6799468994141,117.8890167,115.9948120117188,80.77545692,81.16799926757812,184.5490133,182.8739166259766,211.4730775,211.8785552978516,0.309018145,0.3061184287071228,-4.602959498,-4.569220066070557
10,1_Ni_Cu,binary,train,244.8964433,249.1255035400391,152.44099,152.7266235351562,117.2324633,119.1419677734375,80.72334913,83.4521484375,183.2594744,184.5795593261719,211.1649366,217.4874420166016,0.307954507,0.3036045730113983,-4.599861606,-4.586037635803223
11,1_Ni_Cu,binary,test,244.8379433,245.0393676757812,154.20447,150.6466979980469,115.37946,116.5149002075195,79.29895961,81.50297546386719,184.4156278,182.0511932373047,208.072993,212.4815826416016,0.311952856,0.3047438859939575,-4.604233834,-4.549262523651123
12,1_Ni_Cu,binary,train,244.8482633,247.5912475585938,154.2129033,152.7818450927734,115.3772933,114.8075103759766,79.29870763,80.79657745361328,184.42469,184.2122344970703,208.0736965,211.1651916503906,0.31196146,0.3075342774391174,-4.604228778,-4.613636016845703
13,1_Ni_Cu,binary,test,239.4235733,239.2069854736328,151.9270433,149.2455902099609,113.0368,114.3017120361328,77.25291985,78.98695373535156,181.0925533,179.2191619873047,202.9059657,206.3374481201172,0.313257584,0.3071556985378265,-4.511810516,-4.471716403961182
14,1_Ni_Cu,binary,train,238.44028,238.0259704589844,151.3174167,148.9439697265625,112.13071,112.5567321777344,76.67703654,78.01888275146484,180.3583711,178.5444946289062,201.4790377,203.9282379150391,0.313816019,0.3090271949768066,-4.514005053,-4.46005392074585
15,1_Ni_Cu,binary,train,239.7980167,242.8922576904297,151.0777933,149.6134948730469,113.3568567,115.5083160400391,77.81075984,80.59249877929688,180.6512011,180.5525970458984,204.1251039,210.1004028320312,0.311676588,0.3048952519893646,-4.517193121,-4.538053035736084
16,1_Ni_Cu,binary,train,239.3970233,240.1437225341797,151.9057967,150.0375366210938,113.03477,113.6992568969727,77.2501869,78.77037811279297,181.0695389,180.0872497558594,202.8964707,206.0555419921875,0.313242588,0.30793297290802,-4.511806121,-4.505223274230957
17,1_Ni_Cu,binary,train,238.53419,241.2684478759766,151.3883767,150.1789398193359,114.4595,115.0206527709961,77.71717698,79.64813995361328,180.4369811,180.2530822753906,203.8800355,208.2026214599609,0.31167937,0.3068115413188934,-4.509642576,-4.493852615356445
18,1_Ni_Cu,binary,train,238.13038,241.5661163330078,152.0927133,150.3280944824219,113.0844367,114.118782043457,76.76029794,79.28504943847656,180.7719356,180.6217498779297,201.7279746,207.1889190673828,0.314012452,0.30750373005867,-4.51159164,-4.513178825378418
19,1_Ni_Cu,binary,test,238.1362733,240.1288604736328,152.1016767,149.6102752685547,113.0902333,114.2056655883789,76.76157722,79.11829376220703,180.7798756,179.83837890625,201.7320183,206.5859680175781,0.314016892,0.3073758482933044,-4.511591703,-4.498963356018066
20,1_Ni_Cu,binary,test,239.87928,243.0651397705078,150.83748,150.1682891845703,112.5338667,115.5434722900391,77.53540168,80.65511322021484,180.51808,180.9010620117188,203.4743729,210.0087585449219,0.31213851,0.305806964635849,-4.516274996,-4.544320583343506
21,1_Ni_Cu,binary,train,233.1276167,233.2995452880859,150.1323333,149.1220550537109,111.28753,108.470832824707,74.94582004,74.2476577758789,177.7974278,177.1788024902344,197.1380151,195.2027587890625,0.315203537,0.3147949874401093,-4.418890259,-4.414677143096924
22,1_Ni_Cu,binary,train,233.8548167,232.1345520019531,149.4552033,147.7124938964844,110.0450133,108.9445190429688,74.93614719,74.71424102783203,177.5884078,175.9634704589844,197.0871309,195.9481658935547,0.315033788,0.3127749860286713,-4.423989626,-4.41279935836792
23,1_Ni_Cu,binary,train,232.6235033,234.6414489746094,149.2475467,147.3694458007812,109.8667233,111.4899063110352,74.48565633,76.63652801513672,177.0395322,176.4480590820312,195.9731148,200.5867919921875,0.315509082,0.3094916045665741,-4.423759019,-4.43795919418335
24,1_Ni_Cu,binary,train,235.48257,235.8928833007812,147.4481867,148.2714385986328,107.8486467,109.6324157714844,75.26079402,76.03335571289062,176.7929811,177.5130920410156,197.725172,199.1597137451172,0.313600092,0.3122518658638,-4.429394724,-4.457441806793213
25,1_Ni_Cu,binary,test,234.3780767,232.4937896728516,148.9549667,147.6138153076172,110.28309,108.8064575195312,75.3746651,74.65251159667969,177.4293367,175.9780883789062,198.0755054,195.8083038330078,0.313939539,0.3127120435237885,-4.424736848,-4.404563426971436
26,1_Ni_Cu,binary,train,232.38782,233.6038208007812,150.6545267,148.4316864013672,109.1467533,110.7413558959961,73.58622974,75.69113159179688,177.8989578,176.7067260742188,194.0087277,198.4764099121094,0.318240712,0.3116738200187683,-4.420657673,-4.400426864624023
27,1_Ni_Cu,binary,train,230.5370667,233.0534362792969,150.2239867,147.7391510009766,109.7612,109.7874755859375,73.36166117,75.29182434082031,176.9950133,176.0687255859375,193.3688619,197.3679351806641,0.317914962,0.3118887841701508,-4.42015767,-4.4138503074646
28,1_Ni_Cu,binary,test,232.5827767,233.9943542480469,149.8674133,147.8334503173828,109.7528833,109.8651809692383,74.21309153,75.60296630859375,177.4392011,176.5310974121094,195.3978687,198.0720825195312,0.316464957,0.3110722303390503,-4.42313826,-4.418357372283936
29,1_Ni_Cu,binary,train,233.4735367,233.0932922363281,149.1824,146.9957580566406,109.22531,111.0270385742188,74.55258374,76.07579803466797,177.2794456,175.7171630859375,196.1602036,199.0253753662109,0.315582866,0.3096366226673126,-4.425124515,-4.413349151611328
30,1_Ni_Cu,binary,train,234.37088,235.2924041748047,148.9489,147.6263885498047,110.28736,112.1610870361328,75.3760001,77.14112854003906,177.4228933,176.7756195068359,198.0776861,201.7158660888672,0.313930733,0.3090656995773315,-4.424742731,-4.442277431488037
31,1_Ni_Cu,binary,train,226.16277,228.1873474121094,147.7548033,146.3829956054688,107.0392167,107.4853439331055,71.54477367,73.1134262084961,173.8907922,173.7733612060547,188.7484141,192.1147308349609,0.319092957,0.3145507872104645,-4.333093964,-4.330491065979004
32,1_Ni_Cu,binary,train,226.62749,226.8111572265625,147.38255,145.7247467041016,106.36931,108.0517578125,71.59056898,73.03801727294922,173.79753,172.5465393066406,188.842423,191.8968963623047,0.318905728,0.3138775229454041,-4.331721929,-4.286267280578613
33,1_Ni_Cu,binary,train,227.2533533,227.3143768310547,147.4159867,146.2873840332031,107.4153433,106.6131896972656,72.20035082,72.3655014038086,174.0284422,173.3365631103516,190.2859778,190.2897338867188,0.317763526,0.3157180547714233,-4.333533196,-4.333563327789307
34,1_Ni_Cu,binary,train,228.18782,228.925537109375,148.0077533,146.7943115234375,106.6129167,109.2416915893555,72.0256766,73.99118041992188,174.7344422,174.0509490966797,189.974485,194.3193511962891,0.318796948,0.3129156529903412,-4.332452018,-4.314865589141846
35,1_Ni_Cu,binary,train,228.42203,227.5914001464844,147.6489033,145.8715362548828,109.06594,108.7864379882812,73.24544569,73.73676300048828,174.5732789,173.1865234375,192.7754963,193.4450073242188,0.315955514,0.3127481937408447,-4.331355108,-4.322304248809814
36,1_Ni_Cu,binary,train,227.92334,225.8465270996094,146.42794,144.7021026611328,107.85194,107.1830596923828,72.98783498,72.51155090332031,173.5930733,171.9765472412109,192.0477776,190.7340545654297,0.315614976,0.3137696087360382,-4.337101138,-4.310026168823242
37,1_Ni_Cu,binary,train,226.62355,227.0608062744141,148.5674867,145.9739379882812,107.3855,107.8040237426758,71.56889208,72.86063385009766,174.5861744,172.9018402099609,188.8951337,191.5045623779297,0.319673451,0.3141620755195618,-4.330854359,-4.295516490936279
38,1_Ni_Cu,binary,train,229.4997333,227.1210021972656,146.1361367,144.7077484130859,107.0238067,107.380989074707,73.28707096,73.10189819335938,173.9240022,172.2728118896484,192.7832556,191.9697570800781,0.315261021,0.313152551651001,-4.339903619,-4.325791358947754
39,1_Ni_Cu,binary,train,228.49703,227.0326538085938,147.75322,145.2785186767578,107.9616467,108.7355499267578,72.76259428,73.64745330810547,174.6678233,172.6049652099609,191.6723529,193.0696105957031,0.317107745,0.312371701002121,-4.333165229,-4.30669116973877
40,1_Ni_Cu,binary,train,230.88506,228.4402465820312,145.0149067,146.5043640136719,106.1928467,104.6301651000977,73.81662311,71.68080139160156,173.6382911,173.8643341064453,193.9640516,188.7285766601562,0.313823658,0.3168835341930389,-4.342282686,-4.379461765289307
41,1_Ni_Cu,binary,train,229.23393,228.450927734375,146.9724967,145.8335876464844,106.7908533,109.0438842773438,72.83760656,74.09597778320312,174.3929744,173.4583282470703,191.8089449,194.2938079833984,0.31668896,0.3120004832744598,-4.337044674,-4.325222969055176
42,1_Ni_Cu,binary,test,229.4311633,227.0990142822266,146.9245233,146.5058898925781,107.6829967,105.1830596923828,73.28225503,71.63256072998047,174.4267367,173.5939788818359,192.8405962,188.7053833007812,0.315738688,0.3169926106929779,-4.338019705,-4.342760562896729
43,1_Ni_Cu,binary,validation,219.93165,220.8378753662109,146.3056833,143.8814392089844,103.62235,104.8071746826172,68.43389999,70.03759765625,170.8476722,169.4403228759766,181.1189905,184.6541900634766,0.323313376,0.3173185288906097,-4.243654209,-4.218551635742188
44,1_Ni_Cu,binary,train,222.2527867,219.7176818847656,145.2457633,143.3820953369141,104.6445533,104.979133605957,70.07311202,69.99870300292969,170.9147711,168.8562774658203,184.9443143,184.5398101806641,0.319652496,0.3169873654842377,-4.24731918,-4.200936317443848
45,1_Ni_Cu,binary,train,224.4536267,227.2270050048828,143.02788,145.51611328125,103.34991,106.9643402099609,71.12075851,72.77920532226562,170.1697956,172.9964752197266,187.2726944,191.3007659912109,0.316582516,0.3143959641456604,-4.256017871,-4.314149856567383
46,1_Ni_Cu,binary,test,222.4373033,230.445556640625,144.5159533,146.1951599121094,103.93521,110.6087417602539,70.10564765,75.28972625732422,170.4897367,174.0848846435547,184.9643932,197.4744262695312,0.319183257,0.3108031749725342,-4.248171505,-4.34217357635498
47,1_Ni_Cu,binary,train,223.96764,223.8745574951172,145.53861,145.1646423339844,104.06827,106.1248245239258,70.37901393,71.43860626220703,171.68162,171.4173889160156,185.754379,188.0426330566406,0.319671651,0.316131055355072,-4.243911944,-4.255845546722412
48,1_Ni_Cu,binary,train,224.3094967,223.3764038085938,144.49318,143.8548126220703,104.3558267,106.7507476806641,70.97961444,71.84813690185547,171.0986189,170.5622863769531,187.0703656,189.0131225585938,0.317775301,0.3139265179634094,-4.252930679,-4.274694919586182
49,1_Ni_Cu,binary,test,222.0665233,218.1755065917969,145.53976,142.9549255371094,104.8948833,102.759521484375,70.01754422,68.49532318115234,171.0486811,167.9773254394531,184.8326604,181.082275390625,0.319902479,0.3198305070400238,-4.247653314,-4.163458824157715
50,1_Ni_Cu,binary,train,221.9629233,224.2017364501953,144.2619433,144.1069488525391,103.1745067,107.18896484375,69.72313753,72.24537658691406,170.16227,170.9123229980469,184.0337737,189.7037963867188,0.319746789,0.313148021697998,-4.250383419,-4.280313014984131
51,1_Ni_Cu,binary,train,219.3878167,225.2856292724609,145.90237,145.5268859863281,103.3153633,107.1440353393555,68.2905138,72.25527954101562,170.3975189,172.1559143066406,180.7279839,189.8916778564453,0.323229054,0.3146470785140991,-4.242864125,-4.285665988922119
52,1_Ni_Cu,binary,train,222.8042733,220.6368255615234,144.78151,143.4836883544922,104.6233333,105.0189666748047,70.44399863,70.37296295166016,170.7890978,169.3066711425781,185.7884434,185.3058013916016,0.318696035,0.316581130027771,-4.249811691,-4.219035625457764
53,1_Ni_Cu,binary,train,223.93777,222.3566589355469,143.5149733,143.6687927246094,103.0615533,104.3824081420898,70.63672001,70.55859375,170.3225722,170.322998046875,186.1733573,185.8476867675781,0.317822779,0.3166487812995911,-4.253616147,-4.251451015472412
54,1_Ni_Cu,binary,train,223.96655,224.3899841308594,143.8933033,144.4462738037109,103.0346067,105.6818771362305,70.50871161,71.65612030029297,170.5843856,171.4423522949219,185.9114826,188.5034790039062,0.318358245,0.3155500888824463,-4.251747954,-4.274947166442871
55,1_Ni_Cu,binary,validation,223.4310933,222.2534637451172,144.87666,144.8318023681641,104.60933,103.6090240478516,70.64482609,69.75281524658203,171.0614711,170.822021484375,186.2898662,184.0597381591797,0.318496177,0.3190327882766724,-4.252325364,-4.249179363250732
56,1_Ni_Cu,binary,test,221.72629,222.0501861572266,145.7443467,144.1584167480469,103.8893533,105.745491027832,69.41524847,70.91876983642578,171.0716611,170.1282806396484,183.4351033,186.8351440429688,0.321288242,0.3162566721439362,-4.244758067,-4.227963447570801
57,1_Ni_Cu,binary,test,219.56594,222.1078948974609,140.6529267,144.8460845947266,100.68555,102.4597015380859,69.12989124,69.1530990600586,166.9572644,170.759521484375,182.2374225,182.7160949707031,0.318079771,0.3203103542327881,-4.169536819,-4.268375396728516
58,1_Ni_Cu,binary,train,217.4498867,218.5798645019531,142.0664,143.4203796386719,100.0407033,102.3516845703125,67.64507988,68.48265838623047,167.1942289,168.4299468994141,178.8191102,180.7886199951172,0.321745133,0.3200128674507141,-4.164949086,-4.175066471099854
59,1_Ni_Cu,binary,test,216.2560767,222.5369415283203,142.7400433,144.9079437255859,101.69573,104.3955230712891,67.64935517,70.2094955444336,167.2453878,170.7153930664062,178.83557,185.0671844482422,0.321783257,0.3177441656589508,-4.163628303,-4.238551139831543
60,1_Ni_Cu,binary,train,218.6668133,217.4421997070312,142.8003167,141.7285308837891,101.0508233,104.4113311767578,68.22738742,69.58332061767578,168.0891489,167.0852355957031,180.2890528,183.2102355957031,0.321236673,0.3160389959812164,-4.165222756,-4.165956497192383
61,1_Ni_Cu,binary,train,218.8104,219.9958190917969,142.2681133,142.9600219726562,100.2004,104.5856552124023,68.12108474,69.92650604248047,167.7822089,168.6061401367188,180.0023913,184.5307464599609,0.3211944,0.3168075680732727,-4.160887545,-4.209063053131104
62,1_Ni_Cu,binary,train,214.2984367,215.9347686767578,142.8556033,142.1803283691406,100.71406,102.8421630859375,66.49353419,68.11735534667969,166.6698811,166.567138671875,176.0664881,179.8462677001953,0.323936908,0.3189499378204346,-4.161190943,-4.129096984863281
63,1_Ni_Cu,binary,test,219.1847367,218.4449768066406,141.4834333,143.1969451904297,100.80893,101.839485168457,68.78218582,68.1051254272461,167.3838678,168.2436828613281,181.4873399,180.1205749511719,0.319290291,0.3201011717319489,-4.167318686,-4.195747852325439
65,1_Ni_Cu,binary,test,216.20439,218.221923828125,143.4333933,142.9726409912109,100.7533667,103.6435699462891,67.0040274,68.99967956542969,167.6903922,167.9480438232422,177.3860431,182.007568359375,0.323696873,0.3183149099349976,-4.161584435,-4.17799711227417
66,1_Ni_Cu,binary,train,217.09307,218.5429992675781,143.4932733,143.0587310791016,101.23944,104.1956481933594,67.48549692,69.36602020263672,168.0265389,168.1506652832031,178.5521681,182.8976898193359,0.32289289,0.3180137276649475,-4.162320648,-4.172873973846436
67,1_Ni_Cu,binary,train,213.0878267,211.5456085205078,144.4388,141.6771392822266,99.06096667,99.00984954833984,64.80836881,65.17178344726562,167.3218089,164.8713073730469,172.1933552,172.6954803466797,0.328480861,0.3246088027954102,-4.154495003,-4.071138858795166
68,1_Ni_Cu,binary,train,216.9126767,219.0004577636719,142.4944633,142.6998138427734,100.7356,104.1614990234375,67.56798679,69.65760803222656,167.3005344,168.1066436767578,178.652986,183.7208404541016,0.322023894,0.3169501423835754,-4.162524783,-4.186501026153564
69,1_Ni_Cu,binary,train,213.1492367,213.7075958251953,144.4955067,142.0105743408203,99.04889333,100.5628128051758,64.80531774,66.41983795166016,167.3800833,165.7381744384766,172.1930304,175.8064422607422,0.3285409,0.3223966956138611,-4.154495781,-4.090218544006348
70,1_Ni_Cu,binary,test,215.4919133,218.4752044677734,143.27114,142.5212707519531,100.4954067,104.4702606201172,66.69354043,69.72769165039062,167.3447311,167.8157958984375,176.6175752,183.6418762207031,0.324098062,0.3161400854587555,-4.160031364,-4.169027805328369
