Structure,directory,type,split,c11,c11_pred,c12,c12_pred,c44,c44_pred,G,G_pred,B,B_pred,E_VRH,E_VRH_pred,nu,nu_pred,Cohesive_energy,Cohesive_energy_pred
3,1_Ni_Cu,binary,train,261.3768667,241.1240692138672,157.6785967,153.4953918457031,124.2829467,110.3931045532227,87.51910518,78.05306243896484,192.2446867,182.4734649658203,227.9639067,205.5480499267578,0.30236653,0.3143290877342224,-4.791772293,-4.441315650939941
4,1_Ni_Cu,binary,train,261.3576733,242.6512603759766,157.65951,154.0420989990234,124.2826933,110.4865493774414,87.51896028,78.48290252685547,192.2255644,183.3753509521484,227.9605912,206.5731811523438,0.302349745,0.3138076364994049,-4.791770274,-4.481069564819336
5,1_Ni_Cu,binary,train,252.20587,237.29296875,155.4527367,152.1510009765625,120.49418,108.1071929931641,83.55729265,76.11649322509766,187.7037811,180.30859375,218.2820846,200.5980529785156,0.306182128,0.3152300119400024,-4.696235316,-4.413239479064941
6,1_Ni_Cu,binary,train,253.0369633,238.9712829589844,155.67339,153.2686157226562,120.2636467,108.0192794799805,83.64629355,76.43111419677734,188.1279144,181.6305389404297,218.5482412,201.4067077636719,0.306383295,0.3161169290542603,-4.698354588,-4.431888580322266
7,1_Ni_Cu,binary,train,251.6919433,236.9603576660156,156.5425333,153.0211334228516,118.8635633,105.7022323608398,82.32658227,74.79553985595703,188.2590033,180.982666015625,215.5581959,197.3147888183594,0.309165217,0.3184265196323395,-4.696364463,-4.41547679901123
8,1_Ni_Cu,binary,train,245.79517,232.0953674316406,153.96595,151.0650329589844,117.8877667,104.550910949707,80.77554581,73.17583465576172,184.57569,177.8557281494141,211.4771722,193.29931640625,0.30904205,0.3183180689811707,-4.602962084,-4.354232311248779
9,1_Ni_Cu,binary,train,245.76736,233.0635375976562,153.93984,150.8773345947266,117.8890167,106.3808898925781,80.77545692,74.3115005493164,184.5490133,177.9172973632812,211.4730775,196.1585235595703,0.309018145,0.3165151178836823,-4.602959498,-4.351186752319336
10,1_Ni_Cu,binary,train,244.8964433,235.7359161376953,152.44099,151.6859588623047,117.2324633,107.4312591552734,80.72334913,75.44606018066406,183.2594744,179.4609069824219,211.1649366,198.8459167480469,0.307954507,0.3157287836074829,-4.599861606,-4.394815921783447
11,1_Ni_Cu,binary,train,244.8379433,230.3868560791016,154.20447,150.5406951904297,115.37946,103.4921493530273,79.29895961,72.3341064453125,184.4156278,176.9032440185547,208.072993,191.1355895996094,0.311952856,0.3191362023353577,-4.604233834,-4.328532218933105
12,1_Ni_Cu,binary,train,244.8482633,228.7920684814453,154.2129033,149.93603515625,115.3772933,102.4263229370117,79.29870763,71.35954284667969,184.42469,176.0912170410156,208.0736965,188.9254150390625,0.31196146,0.3196752965450287,-4.604228778,-4.3162841796875
13,1_Ni_Cu,binary,train,239.4235733,226.0523071289062,151.9270433,148.781494140625,113.0368,102.3278884887695,77.25291985,70.818115234375,181.0925533,174.2909393310547,202.9059657,187.2295989990234,0.313257584,0.3192845284938812,-4.511810516,-4.275169849395752
14,1_Ni_Cu,binary,train,238.44028,227.3610992431641,151.3174167,149.2884674072266,112.13071,102.6235733032227,76.67703654,71.26173400878906,180.3583711,175.0534820556641,201.4790377,188.5520477294922,0.313816019,0.3195984065532684,-4.514005053,-4.269425392150879
15,1_Ni_Cu,binary,train,239.7980167,230.3386688232422,151.0777933,150.7232208251953,113.3568567,102.406623840332,77.81075984,71.70921325683594,180.6512011,177.0961151123047,204.1251039,189.6151123046875,0.311676588,0.3198884427547455,-4.517193121,-4.351284503936768
16,1_Ni_Cu,binary,train,239.3970233,225.9139709472656,151.9057967,148.9149017333984,113.03477,101.6687469482422,77.2501869,70.3908462524414,181.0695389,174.3515014648438,202.8964707,186.3412628173828,0.313242588,0.3198255896568298,-4.511806121,-4.280874729156494
17,1_Ni_Cu,binary,train,238.53419,226.2234497070312,151.3883767,148.8418121337891,114.4595,102.5307312011719,77.71717698,70.86200714111328,180.4369811,174.415283203125,203.8800355,187.4734649658203,0.31167937,0.3192341923713684,-4.509642576,-4.276428699493408
18,1_Ni_Cu,binary,train,238.13038,228.0640258789062,152.0927133,149.9720764160156,113.0844367,102.1926956176758,76.76029794,71.04363250732422,180.7719356,175.7490692138672,201.7279746,188.0476226806641,0.314012452,0.3199816644191742,-4.51159164,-4.313944339752197
19,1_Ni_Cu,binary,train,238.1362733,225.8243713378906,152.1016767,148.6557312011719,113.0902333,101.9930648803711,76.76157722,70.6594467163086,180.7798756,174.1881103515625,201.7320183,186.7877502441406,0.314016892,0.3192282915115356,-4.511591703,-4.27935791015625
20,1_Ni_Cu,binary,train,239.87928,225.7437591552734,150.83748,149.4153289794922,112.5338667,100.2663803100586,77.53540168,69.66093444824219,180.51808,174.7623596191406,203.4743729,184.3970031738281,0.31213851,0.3221554458141327,-4.516274996,-4.276082038879395
21,1_Ni_Cu,binary,train,233.1276167,223.5516357421875,150.1323333,148.4139404296875,111.28753,100.6783676147461,74.94582004,69.30481719970703,177.7974278,173.3017120361328,197.1380151,183.6713714599609,0.315203537,0.3212863504886627,-4.418890259,-4.244001865386963
