Structure,directory,type,split,c11,c11_pred,c12,c12_pred,c44,c44_pred,G,G_pred,B,B_pred,E_VRH,E_VRH_pred,nu,nu_pred,Cohesive_energy,Cohesive_energy_pred
3,1_Ni_Cu,binary,train,261.3768667,242.8065338134766,157.6785967,153.99609375,124.2829467,110.0838165283203,87.51910518,78.5609359741211,192.2446867,185.26904296875,227.9639067,206.5610198974609,0.30236653,0.314832329750061,-4.791772293,-4.496282577514648
4,1_Ni_Cu,binary,train,261.3576733,241.7417602539062,157.65951,153.3755493164062,124.2826933,110.1097869873047,87.51896028,78.3065185546875,192.2255644,184.5267639160156,227.9605912,206.1213684082031,0.302349745,0.3140389323234558,-4.791770274,-4.49040699005127
5,1_Ni_Cu,binary,train,252.20587,236.0903778076172,155.4527367,151.1051940917969,120.49418,108.5496215820312,83.55729265,76.59465026855469,187.7037811,181.3136596679688,218.2820846,201.5843811035156,0.306182128,0.3151604831218719,-4.696235316,-4.395212173461914
6,1_Ni_Cu,binary,train,253.0369633,237.8760986328125,155.67339,152.044921875,120.2636467,106.4821929931641,83.64629355,75.684814453125,188.1279144,182.525634765625,218.5482412,199.7384948730469,0.306383295,0.3161782920360565,-4.698354588,-4.479939460754395
7,1_Ni_Cu,binary,train,251.6919433,234.0618591308594,156.5425333,150.9015808105469,118.8635633,104.7197036743164,82.32658227,74.19628143310547,188.2590033,180.4646301269531,215.5581959,195.7090911865234,0.309165217,0.3180801570415497,-4.696364463,-4.413377285003662
8,1_Ni_Cu,binary,train,245.79517,231.7515563964844,153.96595,149.5608062744141,117.8877667,104.430549621582,80.77554581,73.63005065917969,184.57569,178.9933776855469,211.4771722,194.4551544189453,0.30904205,0.3177521228790283,-4.602962084,-4.376657009124756
9,1_Ni_Cu,binary,train,245.76736,233.0607452392578,153.93984,150.0655364990234,117.8890167,106.18994140625,80.77545692,74.83197021484375,184.5490133,179.5852355957031,211.4730775,197.2699127197266,0.309018145,0.3167214691638947,-4.602959498,-4.37335729598999
10,1_Ni_Cu,binary,train,244.8964433,228.5003356933594,152.44099,148.5587158203125,117.2324633,104.5949249267578,80.72334913,73.06498718261719,183.2594744,177.1902465820312,211.1649366,192.9930267333984,0.307954507,0.3181007504463196,-4.599861606,-4.288392543792725
11,1_Ni_Cu,binary,train,244.8379433,232.7972106933594,154.20447,149.7975616455078,115.37946,104.9564590454102,79.29895961,74.08131408691406,184.4156278,179.4809112548828,208.072993,195.6082153320312,0.311952856,0.31733438372612,-4.604233834,-4.388471603393555
12,1_Ni_Cu,binary,train,244.8482633,229.6493225097656,154.2129033,149.2368621826172,115.3772933,102.5528945922852,79.29870763,72.3091812133789,184.42469,178.0437164306641,208.0736965,191.1659698486328,0.31196146,0.3193652033805847,-4.604228778,-4.369846343994141
13,1_Ni_Cu,binary,validation,239.4235733,225.9794311523438,151.9270433,147.6185302734375,113.0368,101.7942123413086,77.25291985,71.13558197021484,181.0925533,175.7740936279297,202.9059657,188.2593078613281,0.313257584,0.3197393417358398,-4.511810516,-4.295709133148193
14,1_Ni_Cu,binary,train,238.44028,226.7094879150391,151.3174167,147.7244720458984,112.13071,102.2604217529297,76.67703654,71.6209945678711,180.3583711,176.0970764160156,201.4790377,189.28173828125,0.313816019,0.3193482756614685,-4.514005053,-4.305981159210205
15,1_Ni_Cu,binary,train,239.7980167,225.743408203125,151.0777933,147.3922882080078,113.3568567,100.4200973510742,77.81075984,70.3277816772461,180.6512011,175.6804809570312,204.1251039,186.5858917236328,0.311676588,0.3203927576541901,-4.517193121,-4.321478843688965
16,1_Ni_Cu,binary,train,239.3970233,224.5621032714844,151.9057967,147.2174987792969,113.03477,101.2268218994141,77.2501869,70.62808227539062,181.0695389,175.0469055175781,202.8964707,186.9034729003906,0.313242588,0.3203627169132233,-4.511806121,-4.274506092071533
