Structure,directory,type,split,c11,c11_pred,c12,c12_pred,c44,c44_pred,G,G_pred,B,B_pred,E_VRH,E_VRH_pred,nu,nu_pred,Cohesive_energy,Cohesive_energy_pred
3,1_Ni_Cu,binary,train,261.3768667,240.9248962402344,157.6785967,154.9553070068359,124.2829467,104.7181549072266,87.51910518,73.29977416992188,192.2446867,183.5679473876953,227.9639067,194.2789154052734,0.30236653,0.3235166072845459,-4.791772293,-4.472936153411865
4,1_Ni_Cu,binary,train,261.3576733,243.6548461914062,157.65951,155.7492370605469,124.2826933,105.6255493164062,87.51896028,74.37425994873047,192.2255644,185.0059509277344,227.9605912,196.9129028320312,0.302349745,0.3224934637546539,-4.791770274,-4.516336917877197
5,1_Ni_Cu,binary,train,252.20587,237.355224609375,155.4527367,153.7095489501953,120.49418,102.9065322875977,83.55729265,71.72488403320312,187.7037811,181.5508270263672,218.2820846,190.2314605712891,0.306182128,0.3241969645023346,-4.696235316,-4.444677829742432
6,1_Ni_Cu,binary,train,253.0369633,239.4735565185547,155.67339,154.7512512207031,120.2636467,103.2878494262695,83.64629355,72.3988037109375,188.1279144,182.9904022216797,218.5482412,191.8613586425781,0.306383295,0.3244348466396332,-4.698354588,-4.466246604919434
7,1_Ni_Cu,binary,train,251.6919433,235.9572296142578,156.5425333,154.1551666259766,118.8635633,99.87813568115234,82.32658227,70.01348876953125,188.2590033,181.5990295410156,215.5581959,185.9010772705078,0.309165217,0.3274540305137634,-4.696364463,-4.440352916717529
8,1_Ni_Cu,binary,train,245.79517,231.6014404296875,153.96595,152.4080963134766,117.8877667,99.31558227539062,80.77554581,68.84312438964844,184.57569,178.8255310058594,211.4771722,183.0591278076172,0.30904205,0.3271072506904602,-4.602962084,-4.382730960845947
9,1_Ni_Cu,binary,train,245.76736,233.85595703125,153.93984,152.6332855224609,117.8890167,101.7227325439453,80.77545692,70.46061706542969,184.5490133,179.5601196289062,211.4730775,187.0928497314453,0.309018145,0.325001984834671,-4.602959498,-4.391212463378906
10,1_Ni_Cu,binary,train,244.8964433,236.0500335693359,152.44099,153.3529968261719,117.2324633,102.2824401855469,80.72334913,71.17528533935547,183.2594744,180.8628234863281,211.1649366,188.8051147460938,0.307954507,0.3247675597667694,-4.599861606,-4.427899837493896
11,1_Ni_Cu,binary,train,244.8379433,230.6793518066406,154.20447,152.1460418701172,115.37946,98.70738220214844,79.29895961,68.41007232666016,184.4156278,178.3341217041016,208.072993,181.9346771240234,0.311952856,0.3276392817497253,-4.604233834,-4.364332675933838
12,1_Ni_Cu,binary,train,244.8482633,229.0456237792969,154.2129033,151.6500396728516,115.3772933,97.44658660888672,79.29870763,67.40326690673828,184.42469,177.5259399414062,208.0736965,179.5647430419922,0.31196146,0.3283974528312683,-4.604228778,-4.353922367095947
13,1_Ni_Cu,binary,train,239.4235733,226.6942138671875,151.9270433,150.5259094238281,113.0368,97.88578796386719,77.25291985,67.23179626464844,181.0925533,175.9007263183594,202.9059657,178.8126068115234,0.313257584,0.3274977803230286,-4.511810516,-4.31670618057251
