loss,val_loss,lr
3.5540037060854957e-05,3.530504909576848e-05,0.001
3.720654785865918e-05,0.0001998866646317765,0.001
0.00015840308333281428,8.83733737282455e-05,0.001
0.00014512422785628587,0.00014210455992724746,0.001
0.0002046103763859719,0.00015155307482928038,0.001
0.00016504435916431248,0.00017049290181603283,0.001
0.00014824228128418326,0.0001761601452017203,0.001
0.00021903449669480324,0.00018373517377767712,0.001
0.0001718748389976099,0.00023351176059804857,0.001
0.0001558616932015866,0.0001384231582051143,0.001
0.0002059999096672982,0.00021827149612363428,0.001
0.00018366033327765763,0.00013826851500198245,0.001
0.00014062102127354592,0.00022971752332523465,0.001
0.00013468322867993265,0.0001625327713554725,0.001
0.00011864626139868051,8.490102482028306e-05,0.001
0.00011738904140656814,6.050281444913708e-05,0.001
0.00010531170119065791,5.356619294616394e-05,0.001
6.975582073209807e-05,8.195200643967837e-05,0.001
7.40247342037037e-05,0.00010036222374765202,0.001
0.00013631161709781736,0.0001501618098700419,0.001
0.00011405195255065337,7.545364496763796e-05,0.001
8.61725930008106e-05,7.910838030511513e-05,0.001
6.656122423009947e-05,5.3223186114337295e-05,0.001
6.446587212849408e-05,7.34622881282121e-05,0.001
8.062234701355919e-05,6.499845767393708e-05,0.001
8.571378566557541e-05,5.0304672186030075e-05,0.001
8.855610940372571e-05,7.104676478775218e-05,0.001
0.00013736041728407145,7.616803486598656e-05,0.001
8.290991536341608e-05,9.020089055411518e-05,0.001
9.672892338130623e-05,7.134014595067129e-05,0.001
6.476431008195505e-05,0.0004544397525023669,0.001
6.962754559936002e-05,8.700213948031887e-05,0.0003
4.318749051890336e-05,9.411259088665247e-05,0.0003
4.031858406960964e-05,0.00010242831194773316,0.0003
3.569333057384938e-05,7.732007361482829e-05,0.0003
4.545650153886527e-05,8.469941531075165e-05,0.0003
3.767664384213276e-05,0.00010357228165958077,0.0003
3.602619835874066e-05,7.039894990157336e-05,0.0003
3.441961598582566e-05,7.93116632848978e-05,0.0003
3.346926678204909e-05,7.768620707793161e-05,0.0003
3.326424484839663e-05,6.466144986916333e-05,0.0003
3.2797524909256026e-05,7.521492807427421e-05,0.0003
3.5876306355930865e-05,8.683380292495713e-05,0.0003
3.266738713136874e-05,6.852672959212214e-05,0.0003
3.241048761992715e-05,0.00010183870472246781,0.0003
3.3069009077735245e-05,6.624499656027183e-05,0.0003
3.07746377075091e-05,9.003464947454631e-05,0.0003
3.04772056551883e-05,7.269276102306321e-05,0.0003
3.0274008167907596e-05,6.579164619324729e-05,0.0003
2.9613056540256366e-05,5.501788837136701e-05,0.0003
3.303748235339299e-05,3.7700734537793323e-05,0.0003
3.148022005916573e-05,4.813725536223501e-05,0.0003
2.8411730454536155e-05,5.998909182380885e-05,0.0003
2.740061972872354e-05,8.49723001010716e-05,0.0003
3.360087430337444e-05,0.00011042410915251821,0.0003
2.9475555493263528e-05,6.621423381147906e-05,0.0003
2.8546877729240805e-05,8.685033390065655e-05,0.0003
2.7606616640696302e-05,7.472145080100745e-05,0.0003
3.0864885047776625e-05,7.349692896241322e-05,0.0003
3.480109080555849e-05,0.00011916987568838522,0.0003
3.457002458162606e-05,5.8104327763430774e-05,0.0003
2.7872907594428398e-05,5.93286931689363e-05,9e-05
2.5904762878781185e-05,7.021723286015913e-05,9e-05
2.5166847990476526e-05,7.30664178263396e-05,9e-05
2.5619321604608558e-05,7.171372271841392e-05,9e-05
2.5513378204777837e-05,8.231526589952409e-05,9e-05
2.4633518478367478e-05,7.233254291350022e-05,9e-05
2.331248288101051e-05,7.125686533981934e-05,9e-05
2.530414712964557e-05,7.421160262310877e-05,9e-05
2.4578826923971064e-05,8.115104719763622e-05,9e-05
2.510460399207659e-05,7.41488765925169e-05,9e-05
2.6009065550169908e-05,7.168971205828711e-05,9e-05
2.365145701332949e-05,7.836325676180422e-05,9e-05
2.4871158530004323e-05,7.705260213697329e-05,9e-05
2.3936019715620205e-05,8.683465421199799e-05,9e-05
2.4433606085949577e-05,7.624419959029183e-05,9e-05
2.4102386305457912e-05,7.125690899556503e-05,9e-05
2.3962762497831136e-05,7.653918146388605e-05,9e-05
2.550015960878227e-05,8.33159574540332e-05,9e-05
2.4869124899851158e-05,0.0001008200561045669,9e-05
2.409384978818707e-05,8.601985609857365e-05,9e-05
2.272174970130436e-05,8.067192538874224e-05,9e-05
2.3345155568677e-05,8.091119525488466e-05,9e-05
2.212276194768492e-05,8.219454321078956e-05,9e-05
2.259965185658075e-05,8.499754767399281e-05,9e-05
2.3897016944829375e-05,8.763791265664622e-05,9e-05
2.3829810743336566e-05,7.708847988396883e-05,9e-05
2.284019319631625e-05,6.964001659071073e-05,9e-05
2.3056971258483827e-05,6.264074181672186e-05,9e-05
2.420281271042768e-05,6.574065628228709e-05,9e-05
2.3761855118209496e-05,7.588395965285599e-05,9e-05
2.184331424359698e-05,7.219415419967845e-05,2.7e-05
2.3311167751671746e-05,7.10233798599802e-05,2.7e-05
2.3415472242049873e-05,7.056316098896787e-05,2.7e-05
2.4056715119513683e-05,7.084456592565402e-05,2.7e-05
2.1776997527922504e-05,7.552936585852876e-05,2.7e-05
2.2508174879476428e-05,7.916991307865828e-05,2.7e-05
2.2435729988501407e-05,8.181564044207335e-05,2.7e-05
2.1958565412205644e-05,8.683097257744521e-05,2.7e-05
2.251807745778933e-05,8.706976950634271e-05,2.7e-05
2.2263537175604142e-05,8.310810517286882e-05,2.7e-05
