index,set_type,c11,c12,c44,G,B,E_VRH,nu,Cohesive_energy
0,training,240.9248962402344,154.9553070068359,104.7181549072266,73.29977416992188,183.5679473876953,194.2789154052734,0.3235166072845459,-4.472936153411865
1,training,243.6548461914062,155.7492370605469,105.6255493164062,74.37425994873047,185.0059509277344,196.9129028320312,0.3224934637546539,-4.516336917877197
2,training,237.355224609375,153.7095489501953,102.9065322875977,71.72488403320312,181.5508270263672,190.2314605712891,0.3241969645023346,-4.444677829742432
3,training,239.4735565185547,154.7512512207031,103.2878494262695,72.3988037109375,182.9904022216797,191.8613586425781,0.3244348466396332,-4.466246604919434
4,training,235.9572296142578,154.1551666259766,99.87813568115234,70.01348876953125,181.5990295410156,185.9010772705078,0.3274540305137634,-4.440352916717529
5,training,231.6014404296875,152.4080963134766,99.31558227539062,68.84312438964844,178.8255310058594,183.0591278076172,0.3271072506904602,-4.382730960845947
6,training,233.85595703125,152.6332855224609,101.7227325439453,70.46061706542969,179.5601196289062,187.0928497314453,0.325001984834671,-4.391212463378906
7,training,236.0500335693359,153.3529968261719,102.2824401855469,71.17528533935547,180.8628234863281,188.8051147460938,0.3247675597667694,-4.427899837493896
8,training,230.6793518066406,152.1460418701172,98.70738220214844,68.41007232666016,178.3341217041016,181.9346771240234,0.3276392817497253,-4.364332675933838
9,training,229.0456237792969,151.6500396728516,97.44658660888672,67.40326690673828,177.5259399414062,179.5647430419922,0.3283974528312683,-4.353922367095947
10,training,226.6942138671875,150.5259094238281,97.88578796386719,67.23179626464844,175.9007263183594,178.8126068115234,0.3274977803230286,-4.31670618057251
11,training,227.8701324462891,150.9950561523438,98.14479064941406,67.61446380615234,176.5861968994141,179.9612426757812,0.3278725743293762,-4.309841156005859
12,training,230.2432098388672,152.1055450439453,97.65579986572266,67.77842712402344,178.22705078125,180.3736114501953,0.3281376957893372,-4.384960651397705
13,training,225.9232330322266,150.5660400390625,96.59479522705078,66.40963745117188,175.6825256347656,176.9391632080078,0.3286062479019165,-4.316988468170166
14,training,226.5843353271484,150.600341796875,97.79981231689453,67.08763122558594,175.9536590576172,178.6178436279297,0.3278307020664215,-4.315881729125977
15,validation,227.8132934570312,151.3868255615234,97.43929290771484,67.10624694824219,176.8618316650391,178.8195495605469,0.3283258676528931,-4.345328807830811
16,training,225.9277648925781,150.2227783203125,97.39168548583984,66.9092788696289,175.5344543457031,177.9476623535156,0.3275835514068604,-4.313787937164307
17,training,226.4246978759766,151.1073303222656,95.88225555419922,66.20293426513672,176.3844451904297,176.3296051025391,0.3301640152931213,-4.320556163787842
18,training,223.1085510253906,149.8769836425781,95.66517639160156,65.3521957397461,174.4100646972656,174.2844085693359,0.3298299610614777,-4.278111934661865
19,training,224.0818023681641,150.3919067382812,94.87444305419922,65.15721130371094,174.9769439697266,173.963623046875,0.3303370475769043,-4.294346809387207
20,training,226.0271301269531,150.6781616210938,96.86988830566406,66.6668472290039,175.8705444335938,177.4925079345703,0.3291528522968292,-4.297078609466553
21,training,224.8529968261719,149.9204711914062,96.18818664550781,66.17491149902344,175.0583801269531,176.1244812011719,0.3288452327251434,-4.292143821716309
22,training,223.2640991210938,149.7220001220703,95.391357421875,65.28005981445312,174.3264923095703,174.0190734863281,0.329300582408905,-4.29256010055542
23,validation,220.7051239013672,149.1057739257812,94.69916534423828,64.46068572998047,173.0343322753906,172.0664215087891,0.3303885757923126,-4.240748405456543
24,training,221.5907897949219,149.2412261962891,94.89481353759766,64.76216888427734,173.4878692626953,172.8821716308594,0.3302190899848938,-4.250908851623535
