index,set_type,c11,c12,c44,G,B,E_VRH,nu,Cohesive_energy
0,training,262.01416015625,157.0329132080078,123.9438781738281,89.27070617675781,192.8916473388672,232.0473022460938,0.3001037240028381,-4.711133480072021
1,training,263.9195861816406,157.8139038085938,124.0354385375977,89.53828430175781,194.0809631347656,232.8266754150391,0.3002148866653442,-4.7446608543396
2,training,255.7857360839844,155.3482208251953,119.8528747558594,85.74301147460938,189.7929077148438,223.5653228759766,0.3033769726753235,-4.663124561309814
3,training,257.164306640625,155.0331268310547,120.6042404174805,86.6815185546875,190.0436859130859,225.4129028320312,0.3016299903392792,-4.689521312713623
4,training,252.6518096923828,154.5030364990234,117.0436859130859,83.64508056640625,188.3470001220703,218.3073120117188,0.3053656816482544,-4.662087917327881
5,training,246.4569702148438,151.9674530029297,114.8226165771484,81.40110778808594,184.6546325683594,212.6571044921875,0.3064115345478058,-4.575668811798096
6,test,246.7901458740234,152.0508422851562,115.1348190307617,81.69876861572266,184.7415618896484,213.2587585449219,0.3060939013957977,-4.58170747756958
7,test,250.0685577392578,153.0384368896484,118.7743148803711,84.267822265625,186.2769470214844,219.5465545654297,0.3034375011920929,-4.580047607421875
8,training,248.8953247070312,152.2243347167969,117.1689605712891,83.31478118896484,185.585205078125,217.0164184570312,0.3040311634540558,-4.593512535095215
9,training,249.4533081054688,153.1967010498047,115.1417770385742,82.07278442382812,186.3341979980469,214.3371276855469,0.3065324723720551,-4.621786117553711
10,training,241.0687866210938,149.6758117675781,114.2839431762695,80.26637268066406,181.3759613037109,209.6201782226562,0.306069403886795,-4.497060775756836
11,training,239.318603515625,149.3953552246094,111.6648941040039,78.55784606933594,180.6436309814453,205.4596405029297,0.3089002072811127,-4.488728046417236
12,test,243.5980834960938,149.6068115234375,115.6707077026367,81.66040802001953,181.9764556884766,212.8222351074219,0.3040002584457397,-4.534554958343506
13,training,239.5779418945312,149.5585327148438,112.6388931274414,78.98467254638672,180.8492279052734,206.6887054443359,0.3077138662338257,-4.5020432472229
14,training,244.6042022705078,151.3181915283203,115.4574356079102,81.41696166992188,183.3334655761719,212.6482238769531,0.3058324754238129,-4.526918411254883
15,training,242.1991424560547,150.4684448242188,113.3097381591797,79.89753723144531,182.1646270751953,208.8567199707031,0.3073062300682068,-4.512831687927246
16,training,240.3997650146484,149.2873382568359,113.7003707885742,79.80882263183594,180.9534912109375,208.4016571044922,0.3064935505390167,-4.500711441040039
17,test,246.5766143798828,151.22802734375,116.750602722168,82.72439575195312,184.0240325927734,215.1304016113281,0.3042204678058624,-4.580252170562744
18,training,231.0116424560547,147.9995574951172,106.3180618286133,73.79198455810547,176.9233703613281,194.1658630371094,0.3149051070213318,-4.386542797088623
19,training,232.8770446777344,147.6468505859375,108.5093383789062,75.5802993774414,177.4462738037109,198.2186737060547,0.3115686476230621,-4.433109283447266
20,test,235.7179718017578,147.2029876708984,112.0650634765625,78.134521484375,177.9040985107422,204.3085021972656,0.3074842989444733,-4.447690010070801
21,training,238.4553680419922,148.7619171142578,110.3839721679688,77.72984313964844,179.8821105957031,203.4317016601562,0.3099474310874939,-4.49774169921875
22,test,234.2785797119141,147.663330078125,109.3257598876953,76.32234191894531,177.8685607910156,199.9792327880859,0.3103443384170532,-4.42998218536377
23,training,232.9135284423828,147.5201416015625,110.2560501098633,76.44198608398438,177.1961212158203,200.5092010498047,0.3101406991481781,-4.392088890075684
24,training,233.3936767578125,147.5831756591797,109.1022033691406,75.96404266357422,177.3193206787109,199.1298065185547,0.3110440373420715,-4.418798923492432
25,test,235.4581756591797,148.0059204101562,109.8769073486328,76.94561767578125,178.4234619140625,201.3920135498047,0.3097256720066071,-4.431126594543457
26,test,233.3827667236328,146.5469207763672,111.1201705932617,77.26510620117188,176.7279357910156,202.0066375732422,0.3079285621643066,-4.411947727203369
27,training,236.6058349609375,147.4362945556641,112.5768585205078,78.61829376220703,178.4158325195312,205.3434753417969,0.3070949018001556,-4.459220886230469
28,training,227.6617584228516,145.8231811523438,105.6942825317383,73.1965560913086,174.51904296875,192.5119934082031,0.3142979145050049,-4.336626052856445
29,validation,227.1732940673828,145.5480194091797,106.586067199707,73.55946350097656,173.9246368408203,193.3152160644531,0.3134089112281799,-4.308633327484131
30,training,226.7261199951172,145.6447448730469,105.7004470825195,72.94383239746094,173.9745025634766,191.6703033447266,0.3144808113574982,-4.337708950042725
31,training,229.6173095703125,146.5811614990234,108.501594543457,74.97337341308594,175.4358062744141,196.8960113525391,0.3117461204528809,-4.332581996917725
32,training,226.1973419189453,144.8849639892578,107.000114440918,73.62913513183594,173.327880859375,193.3658752441406,0.3124872744083405,-4.322542190551758
33,training,228.1647796630859,144.8108062744141,107.8404541015625,74.55742645263672,174.0052185058594,195.7583618164062,0.3109222948551178,-4.348833084106445
34,training,227.1474456787109,145.7055206298828,106.2733917236328,73.34178161621094,174.1078796386719,192.8296661376953,0.313864678144455,-4.309907913208008
