index,set_type,c11,c12,c44,G,B,E_VRH,nu,Cohesive_energy
0,training,253.7973937988281,153.318603515625,113.6990127563477,83.5544204711914,186.9833526611328,219.7975463867188,0.3075700700283051,-4.690212249755859
1,training,256.2438659667969,154.5511779785156,113.8796234130859,84.04877471923828,188.6977386474609,220.9914245605469,0.307702511548996,-4.732540130615234
2,training,249.4854736328125,152.420166015625,110.9524383544922,81.07467651367188,185.0971527099609,213.81298828125,0.3102035224437714,-4.6556396484375
3,training,249.2962341308594,151.7366638183594,110.4492263793945,80.98847198486328,184.5785980224609,213.0693664550781,0.3094850778579712,-4.658969402313232
4,training,246.5921020507812,151.4063110351562,108.6868667602539,79.38893127441406,183.5040283203125,209.3650512695312,0.311721533536911,-4.635123729705811
5,training,239.8456878662109,149.1536560058594,105.938117980957,76.42758178710938,179.9143524169922,201.9090728759766,0.3140549659729004,-4.548622131347656
6,training,241.0233001708984,149.2939758300781,106.8381042480469,77.27801513671875,180.2981262207031,204.0553741455078,0.3130777180194855,-4.5603928565979
7,training,243.4660186767578,150.1925354003906,109.2665176391602,78.950439453125,181.5827331542969,208.2102661132812,0.3113105595111847,-4.569437980651855
8,training,240.5377807617188,148.7675323486328,106.1173706054688,76.92037200927734,179.9168548583984,202.8578796386719,0.3132315576076508,-4.553763866424561
9,training,241.2549133300781,149.4833526611328,105.7268142700195,76.6727294921875,180.4073028564453,202.6897888183594,0.3140700161457062,-4.574320316314697
10,validation,234.7264099121094,147.3160705566406,104.2630767822266,74.54655456542969,177.0456848144531,197.1815338134766,0.3154533803462982,-4.470258712768555
11,test,234.7090606689453,147.0798797607422,103.5482559204102,74.33688354492188,176.7752227783203,196.5951080322266,0.3160101175308228,-4.480329513549805
12,training,234.8700256347656,146.4529724121094,104.3577117919922,74.80842590332031,176.4418487548828,197.5519104003906,0.3141148388385773,-4.482079029083252
13,test,234.924560546875,147.6250457763672,104.118896484375,74.44356536865234,177.3353118896484,197.0341033935547,0.3156547546386719,-4.489019393920898
14,training,236.3691558837891,147.7225952148438,105.9541702270508,75.67790222167969,177.5679626464844,200.1329956054688,0.3138526082038879,-4.478994846343994
15,training,234.4912567138672,147.1788635253906,104.3722839355469,74.43630981445312,176.6694793701172,197.0399169921875,0.3151198923587799,-4.46327018737793
16,training,232.9504699707031,146.7254943847656,103.3403778076172,73.70467376708984,176.1393432617188,194.9174194335938,0.3163207769393921,-4.461859226226807
17,training,236.90576171875,147.6062774658203,104.2932662963867,75.2794189453125,177.8954925537109,198.59326171875,0.3150755763053894,-4.522641658782959
