index,set_type,c11,c12,c44,G,B,E_VRH,nu,Cohesive_energy
0,test,266.1645812988281,158.5286407470703,124.5556335449219,89.40026092529297,194.7638092041016,232.8314666748047,0.3003116548061371,-4.75050163269043
1,training,266.7928161621094,158.7126159667969,124.5074996948242,89.44488525390625,195.071533203125,233.0198669433594,0.3002623617649078,-4.756821632385254
2,training,257.7814331054688,155.7767333984375,119.3584365844727,85.00371551513672,190.3208770751953,222.2755126953125,0.3038516640663147,-4.675826549530029
3,training,257.7638549804688,155.1549530029297,119.8113632202148,85.60413360595703,189.8857269287109,223.1010437011719,0.3023747503757477,-4.678446292877197
4,test,250.0578308105469,152.9234924316406,114.7023849487305,81.38618469238281,186.1054077148438,213.0431365966797,0.3066784739494324,-4.61524486541748
5,test,250.3146209716797,152.8258666992188,115.8271102905273,82.0829086303711,186.1093139648438,214.7097778320312,0.3053792715072632,-4.599908351898193
6,test,250.6641082763672,152.6879119873047,116.6822052001953,82.60287475585938,186.0133972167969,215.9973297119141,0.3046396970748901,-4.595028400421143
7,test,253.2898254394531,153.6882781982422,119.3022766113281,84.46919250488281,187.3617401123047,220.5059509277344,0.3031762838363647,-4.597636699676514
8,training,249.6999816894531,152.0958099365234,116.3891220092773,82.45868682861328,185.4725952148438,215.1943054199219,0.3044802248477936,-4.586360454559326
9,training,250.3782501220703,153.1348419189453,114.6134490966797,81.27072143554688,186.2185211181641,212.9178009033203,0.3069980442523956,-4.60832405090332
10,test,240.6585845947266,148.816162109375,113.4949951171875,79.38573455810547,180.4414367675781,207.8144073486328,0.3060986697673798,-4.466107845306396
11,validation,243.0642700195312,149.8612823486328,112.6757049560547,79.27958679199219,181.9095306396484,207.6595153808594,0.3075211942195892,-4.51585578918457
12,test,246.5707244873047,150.2568511962891,115.7696990966797,81.68538665771484,183.040771484375,213.1965942382812,0.3038656413555145,-4.537355899810791
13,test,238.8208923339844,148.5145874023438,110.8929977416992,77.6378402709961,179.6567993164062,203.6102752685547,0.3084855973720551,-4.466110706329346
14,test,248.7402801513672,152.2946319580078,116.4328155517578,82.08387756347656,184.9692993164062,214.8640747070312,0.3052245080471039,-4.553012847900391
15,training,244.13671875,150.7817687988281,112.8755111694336,79.48880004882812,182.689208984375,208.365234375,0.3077064752578735,-4.513265609741211
16,test,241.9857635498047,148.9772186279297,113.8291473388672,79.87410736083984,181.0115814208984,208.9230804443359,0.3055845201015472,-4.487260341644287
