index,set_type,c11,c12,c44,G,B,E_VRH,nu,Cohesive_energy
0,training,242.8065338134766,153.99609375,110.0838165283203,78.5609359741211,185.26904296875,206.5610198974609,0.314832329750061,-4.496282577514648
1,training,241.7417602539062,153.3755493164062,110.1097869873047,78.3065185546875,184.5267639160156,206.1213684082031,0.3140389323234558,-4.49040699005127
2,training,236.0903778076172,151.1051940917969,108.5496215820312,76.59465026855469,181.3136596679688,201.5843811035156,0.3151604831218719,-4.395212173461914
3,training,237.8760986328125,152.044921875,106.4821929931641,75.684814453125,182.525634765625,199.7384948730469,0.3161782920360565,-4.479939460754395
4,training,234.0618591308594,150.9015808105469,104.7197036743164,74.19628143310547,180.4646301269531,195.7090911865234,0.3180801570415497,-4.413377285003662
5,training,231.7515563964844,149.5608062744141,104.430549621582,73.63005065917969,178.9933776855469,194.4551544189453,0.3177521228790283,-4.376657009124756
6,training,233.0607452392578,150.0655364990234,106.18994140625,74.83197021484375,179.5852355957031,197.2699127197266,0.3167214691638947,-4.37335729598999
7,training,228.5003356933594,148.5587158203125,104.5949249267578,73.06498718261719,177.1902465820312,192.9930267333984,0.3181007504463196,-4.288392543792725
8,training,232.7972106933594,149.7975616455078,104.9564590454102,74.08131408691406,179.4809112548828,195.6082153320312,0.31733438372612,-4.388471603393555
9,training,229.6493225097656,149.2368621826172,102.5528945922852,72.3091812133789,178.0437164306641,191.1659698486328,0.3193652033805847,-4.369846343994141
10,validation,225.9794311523438,147.6185302734375,101.7942123413086,71.13558197021484,175.7740936279297,188.2593078613281,0.3197393417358398,-4.295709133148193
11,training,226.7094879150391,147.7244720458984,102.2604217529297,71.6209945678711,176.0970764160156,189.28173828125,0.3193482756614685,-4.305981159210205
12,training,225.743408203125,147.3922882080078,100.4200973510742,70.3277816772461,175.6804809570312,186.5858917236328,0.3203927576541901,-4.321478843688965
13,training,224.5621032714844,147.2174987792969,101.2268218994141,70.62808227539062,175.0469055175781,186.9034729003906,0.3203627169132233,-4.274506092071533
14,training,224.8414154052734,147.4239349365234,101.5805206298828,70.79003143310547,175.35546875,187.4132080078125,0.3202434182167053,-4.269698143005371
15,training,228.6045227050781,148.2953033447266,103.9758148193359,72.82323455810547,177.1718597412109,192.5428161621094,0.3174459636211395,-4.318838596343994
16,training,224.7938537597656,146.9062347412109,101.758659362793,70.87543487548828,174.9746551513672,187.6614074707031,0.3195484578609467,-4.277467250823975
17,training,229.2180938720703,148.5623474121094,102.3408584594727,72.05793762207031,177.5446319580078,190.5188598632812,0.3187743425369263,-4.372135162353516
18,training,217.1900939941406,144.2211303710938,98.45233154296875,67.77481842041016,170.904541015625,179.9440460205078,0.3218522369861603,-4.16779613494873
19,training,222.0714874267578,146.0092315673828,100.3805618286133,69.73002624511719,173.5180511474609,184.4638824462891,0.3205539286136627,-4.247588157653809
20,training,222.3710327148438,146.1481475830078,99.12818908691406,69.19969177246094,173.7574005126953,183.3507995605469,0.3213652968406677,-4.290579795837402
21,training,219.4117584228516,145.3949432373047,96.8963851928711,67.38815307617188,172.3548431396484,179.0961608886719,0.3238866627216339,-4.244982242584229
22,training,221.5601043701172,145.9243774414062,99.05592346191406,68.88497161865234,173.2762451171875,182.8886260986328,0.3213098049163818,-4.256611347198486
