index,set_type,c11,c12,c44,G,B,E_VRH,nu,Cohesive_energy
0,training,236.2322387695312,153.2528686523438,106.1693267822266,74.38204956054688,181.43994140625,196.6475219726562,0.3185073733329773,-4.437049388885498
1,training,238.6027984619141,153.8040466308594,107.9667816162109,75.8187255859375,182.6424865722656,200.0191345214844,0.3170000314712524,-4.464963912963867
2,training,229.35986328125,151.2117614746094,101.6179656982422,70.77362823486328,177.5427398681641,187.7180633544922,0.3219003975391388,-4.350472927093506
3,training,234.75048828125,152.7764587402344,104.9171142578125,73.61065673828125,180.5601959228516,194.4712219238281,0.3194078207015991,-4.421576023101807
4,training,239.691162109375,154.8646850585938,106.9941101074219,75.5299072265625,183.7282867431641,199.3690795898438,0.31840580701828,-4.482568740844727
5,training,232.7027740478516,151.9456939697266,104.0343856811523,72.71971893310547,179.2788391113281,192.4347686767578,0.3197578489780426,-4.393873691558838
6,training,231.9954071044922,151.3590393066406,105.8187103271484,73.44615173339844,178.5444793701172,194.2577819824219,0.3182943165302277,-4.356582164764404
7,training,227.2316741943359,150.3251800537109,101.0014419555664,70.05553436279297,176.2038726806641,186.0123138427734,0.3220742046833038,-4.320418357849121
8,training,228.7991333007812,150.8314819335938,101.7386856079102,70.83906555175781,177.0861053466797,187.7580413818359,0.3218395709991455,-4.330945014953613
9,training,232.7088775634766,152.10546875,104.4035568237305,72.8173599243164,179.3748016357422,192.718994140625,0.3198133409023285,-4.384062767028809
10,training,227.072265625,149.7740478515625,102.7698516845703,71.0065689086914,175.7455139160156,188.2169952392578,0.3203905522823334,-4.293713092803955
11,training,220.150390625,147.8302459716797,97.92937469482422,67.16458892822266,171.9401397705078,178.9654541015625,0.3246482908725739,-4.188208103179932
12,training,230.5802459716797,151.5741119384766,102.0133590698242,71.2799072265625,178.2640228271484,188.8888244628906,0.3216472864151001,-4.373229503631592
13,training,228.4183349609375,150.5006713867188,102.7874450683594,71.2500228881836,176.6490783691406,188.8306427001953,0.3205749690532684,-4.318692684173584
14,training,222.3064117431641,148.4892578125,99.07015228271484,68.1298828125,173.1860809326172,181.2460174560547,0.3235581517219543,-4.237443447113037
15,training,229.9449768066406,150.8460540771484,103.1190185546875,71.75513458251953,177.5582122802734,189.9869232177734,0.3201207518577576,-4.358483791351318
16,training,224.3390045166016,149.1195068359375,100.575927734375,69.33443450927734,174.2944183349609,184.2129516601562,0.3222906589508057,-4.255363464355469
17,training,228.7159423828125,150.9650115966797,101.3978958129883,70.66815185546875,177.1212463378906,187.24755859375,0.3222792744636536,-4.327045440673828
18,training,223.0044555664062,148.9614105224609,98.83101654052734,68.18186950683594,173.8114624023438,181.2944488525391,0.3239356577396393,-4.25365686416626
19,training,227.9313507080078,150.3737335205078,102.5370635986328,71.04655456542969,176.3819580078125,188.2974243164062,0.3210342824459076,-4.302408218383789
20,training,224.70849609375,149.5539245605469,99.68309020996094,68.8823013305664,174.7760314941406,183.1727752685547,0.3232552111148834,-4.276873111724854
21,training,220.8347015380859,148.2491760253906,97.14432525634766,66.86610412597656,172.5616455078125,178.3123626708984,0.3253932297229767,-4.2135910987854
22,training,226.0376281738281,149.6319885253906,101.6864700317383,70.23751068115234,175.3365478515625,186.2627563476562,0.3214114010334015,-4.285435676574707
23,training,221.6314392089844,148.1455688476562,99.5486068725586,68.26219177246094,172.6491088867188,181.5146331787109,0.322940468788147,-4.216225624084473
24,training,220.7810516357422,148.1801605224609,97.8326187133789,67.17028045654297,172.4173431396484,179.0124053955078,0.3247146904468536,-4.211921691894531
25,training,224.070068359375,149.0411529541016,99.75349426269531,68.92675018310547,174.291259765625,182.9656982421875,0.3227928578853607,-4.273725032806396
26,training,225.7756652832031,149.3887023925781,101.8562240600586,70.3700180053711,175.0526275634766,186.5450744628906,0.3210186064243317,-4.277828216552734
27,training,224.2634735107422,149.2684326171875,99.91339874267578,69.00936889648438,174.3466644287109,183.3122711181641,0.3230910897254944,-4.261968612670898
28,training,217.8076171875,147.0126800537109,96.16038513183594,65.86550903320312,170.5603790283203,175.7364196777344,0.3256652057170868,-4.167232990264893
29,training,212.9821319580078,145.3096008300781,93.49955749511719,63.58127975463867,167.6931915283203,169.9194946289062,0.327907532453537,-4.096641540527344
30,training,224.1930389404297,148.9221496582031,101.3125457763672,69.66270446777344,174.0506439208984,185.1582336425781,0.3217360377311707,-4.234813690185547
31,training,219.3947448730469,147.0596008300781,99.30671691894531,67.71905517578125,171.0471801757812,180.2945098876953,0.3228253424167633,-4.172939777374268
32,training,221.01513671875,147.962646484375,99.2580795288086,68.05597686767578,172.2427215576172,181.0342407226562,0.3231888115406036,-4.199088573455811
33,validation,218.8862915039062,147.5892486572266,95.83091735839844,65.84680938720703,171.412353515625,175.6921081542969,0.3262825906276703,-4.195164203643799
34,training,214.7407379150391,145.8371429443359,94.93426513671875,64.61132049560547,168.661865234375,172.4898834228516,0.3265367746353149,-4.126132488250732
35,training,217.8866119384766,146.8784637451172,96.70654296875,66.08793640136719,170.5140991210938,176.3351898193359,0.3251288235187531,-4.1698317527771
36,training,218.2952575683594,146.9556121826172,98.36158752441406,67.0445327758789,170.5664825439453,178.5864562988281,0.3238398730754852,-4.15212869644165
37,training,218.4719543457031,147.6188659667969,95.73690795898438,65.77456665039062,171.3372497558594,175.1904602050781,0.3263716101646423,-4.194329738616943
38,training,217.6106567382812,146.5323333740234,96.90242004394531,66.20731353759766,170.1439514160156,176.6195831298828,0.3245879411697388,-4.160953044891357
39,training,226.8406829833984,149.9098205566406,102.1268692016602,70.59264373779297,175.712890625,187.3276824951172,0.3211335241794586,-4.28800630569458
40,training,211.2041168212891,144.7142181396484,93.10502624511719,63.00839233398438,166.6683502197266,168.4481048583984,0.3282050788402557,-4.062099456787109
41,training,212.5662384033203,144.8169097900391,94.55543518066406,64.04493713378906,167.1762084960938,171.1266021728516,0.3264501690864563,-4.079216957092285
42,training,214.1047821044922,145.7138214111328,93.973388671875,64.0971908569336,168.4272613525391,171.1902160644531,0.3274486660957336,-4.106938362121582
43,training,217.9846649169922,146.6746063232422,97.73634338378906,66.62979125976562,170.3594512939453,177.7800903320312,0.324152410030365,-4.151885032653809
44,training,215.5095825195312,145.8852844238281,96.38300323486328,65.5465316772461,168.87646484375,174.8620300292969,0.3251419961452484,-4.119472026824951
45,training,219.7404174804688,147.3640594482422,99.20598602294922,67.74557495117188,171.4340209960938,180.3350219726562,0.3230626285076141,-4.176206588745117
46,training,215.4882354736328,146.1063385009766,95.85221862792969,65.2129898071289,169.0726776123047,174.0624084472656,0.3260833621025085,-4.119786739349365
47,training,212.0292816162109,144.8868713378906,93.6589126586914,63.49727630615234,167.0191497802734,169.6151885986328,0.3275851309299469,-4.079289436340332
48,training,217.4736938476562,146.403076171875,98.734130859375,67.0653076171875,169.8945465087891,178.6078491210938,0.3232437372207642,-4.137983798980713
49,training,212.4713134765625,145.1036987304688,93.73751831054688,63.59920501708984,167.3462066650391,170.0132141113281,0.3276432752609253,-4.078653812408447
50,training,212.8193664550781,145.2192840576172,92.81273651123047,63.26123428344727,167.7005157470703,169.2173919677734,0.3282616436481476,-4.092825412750244
51,training,214.6744995117188,145.9095916748047,94.43321228027344,64.39220428466797,168.7336578369141,172.1282501220703,0.3271062970161438,-4.113231182098389
52,training,219.4211273193359,147.1137847900391,98.89139556884766,67.55826568603516,171.1681213378906,179.9448394775391,0.3231516778469086,-4.169948101043701
53,training,214.9772186279297,145.6707763671875,96.25880432128906,65.35420227050781,168.5882568359375,174.4602203369141,0.3250358700752258,-4.110725879669189
54,training,214.6987609863281,146.4736022949219,92.42436218261719,63.34994506835938,169.2399444580078,169.2884063720703,0.3293547034263611,-4.13877534866333
55,training,210.0450897216797,144.1192626953125,92.08990478515625,62.40069961547852,165.8803405761719,166.8769378662109,0.3289886116981506,-4.041486263275146
56,training,208.7579650878906,143.8594055175781,91.40357208251953,61.78732681274414,165.1720123291016,165.2013549804688,0.3300803005695343,-4.020158290863037
57,training,211.9885406494141,144.3503570556641,95.45430755615234,64.38847351074219,166.5665435791016,171.97998046875,0.3256519436836243,-4.052427768707275
58,training,213.8900451660156,145.3312683105469,94.960693359375,64.46224975585938,168.0298919677734,172.3711853027344,0.3262341022491455,-4.098745346069336
59,training,208.1208648681641,143.6766510009766,91.20201873779297,61.53121948242188,164.8290252685547,164.5936431884766,0.3301546573638916,-4.009958744049072
60,validation,215.1371917724609,146.1700897216797,95.21049499511719,64.78453826904297,169.0907897949219,172.9518280029297,0.3266253471374512,-4.124152183532715
61,training,213.171142578125,145.1978912353516,95.1364517211914,64.44630432128906,167.6192474365234,172.0112915039062,0.3263214528560638,-4.085178375244141
62,training,214.1072692871094,145.6689453125,95.18678283691406,64.6181869506836,168.2960815429688,172.607421875,0.32640340924263,-4.099153518676758
63,training,207.3307647705078,142.6893005371094,92.39427185058594,62.04370498657227,163.8511810302734,165.8918304443359,0.3282354772090912,-3.985467910766602
64,training,212.4323883056641,144.8220977783203,94.23097229003906,63.87077331542969,167.1409606933594,170.7469329833984,0.3267287909984589,-4.075963973999023
65,training,209.3282928466797,143.7707366943359,92.48695373535156,62.38964080810547,165.3664245605469,166.8464508056641,0.3285688459873199,-4.027055740356445
66,training,206.3699645996094,142.7126770019531,90.76078796386719,61.04996490478516,163.5502624511719,163.3632202148438,0.3300354778766632,-3.976680040359497
67,training,214.2696075439453,145.7299041748047,95.13490295410156,64.64555358886719,168.4182281494141,172.6314239501953,0.3263819813728333,-4.105366230010986
68,training,210.8340911865234,144.8203430175781,92.18940734863281,62.46972274780273,166.6502227783203,167.0510864257812,0.3293107450008392,-4.064359664916992
69,training,208.7257080078125,143.8982391357422,90.93798828125,61.47588348388672,165.2835693359375,164.5692443847656,0.3300918638706207,-4.031778812408447
70,training,208.4705657958984,143.3587036132812,92.26129150390625,62.22819900512695,164.7215270996094,166.2620239257812,0.328477144241333,-4.01017951965332
71,training,213.7937469482422,145.2399444580078,95.01296997070312,64.50651550292969,167.9364776611328,172.3941192626953,0.3261572420597076,-4.095595836639404
72,validation,207.1735992431641,142.7307434082031,91.97879791259766,61.82966232299805,163.8071594238281,165.3409729003906,0.3286405205726624,-3.983259201049805
73,training,206.8591461181641,142.6116027832031,91.21653747558594,61.42240142822266,163.7082366943359,164.2148895263672,0.3292776644229889,-3.984928369522095
74,training,205.1849212646484,141.6355590820312,90.76370239257812,60.95416259765625,162.4284820556641,162.9777374267578,0.329155832529068,-3.957116842269897
75,training,208.7259826660156,143.6855010986328,91.79669952392578,62.00352478027344,165.0860290527344,165.8799133300781,0.3292527794837952,-4.014217376708984
76,training,205.4978790283203,142.6019744873047,89.81489562988281,60.4305419921875,163.1626739501953,161.6404266357422,0.3313029706478119,-3.964679002761841
77,training,205.3931732177734,142.38232421875,90.02195739746094,60.51357650756836,163.0248565673828,161.9287261962891,0.330694854259491,-3.960782289505005
78,training,204.4137268066406,141.5715789794922,90.42035675048828,60.62721252441406,162.0393676757812,162.0959625244141,0.3298293352127075,-3.9438316822052
79,training,211.3784790039062,144.1719818115234,95.0551528930664,64.0953598022461,166.2501678466797,171.1275634765625,0.3259515464305878,-4.043868541717529
80,training,206.7246246337891,143.0803833007812,90.32196044921875,60.88596725463867,164.0030517578125,162.9540710449219,0.3307337164878845,-3.988016843795776
81,training,207.5835876464844,143.1534271240234,91.06535339355469,61.42927169799805,164.3172760009766,164.3440704345703,0.3296488225460052,-4.002053737640381
82,training,204.9221649169922,141.986572265625,90.35933685302734,60.61300659179688,162.5293884277344,162.0886077880859,0.3300862312316895,-3.956767559051514
83,training,206.0055541992188,142.4594268798828,90.97010040283203,61.1282844543457,163.2445526123047,163.4114074707031,0.3298004865646362,-3.966606140136719
84,training,202.2152099609375,140.8724975585938,88.70407104492188,59.36533737182617,160.8411254882812,158.8456420898438,0.3317782282829285,-3.898701429367065
85,validation,200.5366668701172,139.7837219238281,87.67841339111328,58.67041015625,159.5988311767578,157.0739898681641,0.3322353363037109,-3.872509241104126
86,training,204.3160858154297,141.0604858398438,90.69910430908203,60.78034210205078,161.7263336181641,162.5904693603516,0.3289208710193634,-3.943257331848145
87,validation,204.5518798828125,141.7395324707031,90.03168487548828,60.48616790771484,162.2357025146484,161.6828155517578,0.3303963541984558,-3.941508054733276
88,training,209.0236206054688,143.4033355712891,92.36591339111328,62.37230682373047,165.0265197753906,166.8783721923828,0.3279960453510284,-4.021481037139893
89,training,207.2755432128906,142.9369201660156,91.14847564697266,61.43927383422852,164.0860748291016,164.4745788574219,0.3294311463832855,-3.987102031707764
90,training,203.3072204589844,141.3370208740234,88.96306610107422,59.66598129272461,161.5694274902344,159.6978302001953,0.3313221037387848,-3.929248571395874
91,training,204.3827667236328,141.5297698974609,90.69803619384766,60.73420333862305,161.9927215576172,162.3766326904297,0.3295902609825134,-3.936919689178467
92,training,204.564208984375,141.5773010253906,90.73416137695312,60.85502624511719,162.0768432617188,162.58984375,0.3295699656009674,-3.938485145568848
93,training,202.5987091064453,140.7815399169922,89.05726623535156,59.64748764038086,160.9197235107422,159.6419372558594,0.3310549557209015,-3.909818887710571
94,training,210.0618743896484,143.9579772949219,93.51321411132812,63.08184432983398,165.7427978515625,168.4399261474609,0.3276691734790802,-4.030116558074951
95,training,202.4311065673828,140.5384826660156,88.82975006103516,59.5802116394043,160.7341766357422,159.4214324951172,0.3310674726963043,-3.903888463973999
96,training,197.8215179443359,138.4605712890625,86.79164123535156,57.85905075073242,157.7152862548828,154.8950500488281,0.3330914378166199,-3.811386108398438
97,training,199.4141082763672,139.5576629638672,87.19519805908203,58.20673751831055,159.013671875,155.7981109619141,0.3331218361854553,-3.846735000610352
98,training,195.0970916748047,137.4747467041016,84.50174713134766,56.26826095581055,156.1769561767578,150.8839874267578,0.3356863856315613,-3.759767055511475
99,validation,201.8491058349609,140.0816802978516,88.574462890625,59.36476898193359,160.3076324462891,158.9630889892578,0.3309004604816437,-3.900022268295288
100,training,198.6495666503906,139.3667602539062,86.4076919555664,57.67309188842773,158.6629638671875,154.4712371826172,0.3341622352600098,-3.83051323890686
101,training,199.5562591552734,139.3799896240234,87.503662109375,58.42654037475586,158.9749298095703,156.3306732177734,0.3325017392635345,-3.849880218505859
102,training,200.4285125732422,139.6673736572266,87.82424926757812,58.7592887878418,159.4982757568359,157.2389678955078,0.332048773765564,-3.866827249526978
103,training,202.7245025634766,140.5364379882812,89.48352813720703,59.9212646484375,160.8279724121094,160.3532104492188,0.3300662934780121,-3.916898965835571
104,training,198.2382354736328,138.2681427001953,87.8335189819336,58.46272659301758,157.7642822265625,156.4040679931641,0.3313847482204437,-3.82079815864563
105,training,194.7086334228516,137.1843109130859,84.61668395996094,56.29483795166016,155.8403472900391,150.9429321289062,0.3353536128997803,-3.750952243804932
106,training,196.7115936279297,137.3497009277344,86.71806335449219,57.7780876159668,156.6383514404297,154.5836181640625,0.3322577476501465,-3.789868593215942
107,training,193.8987274169922,136.9290466308594,83.67585754394531,55.69139862060547,155.4057312011719,149.4694976806641,0.3364948928356171,-3.739609003067017
108,training,193.9975128173828,137.2476196289062,83.78114318847656,55.73273849487305,155.6192321777344,149.5184173583984,0.337047278881073,-3.730249166488647
109,training,198.0262908935547,138.5458068847656,86.72015380859375,57.83664703369141,157.9118347167969,154.8121032714844,0.332972526550293,-3.820829391479492
110,validation,192.0358276367188,135.3031311035156,83.26434326171875,55.39772796630859,153.6639709472656,148.5809173583984,0.335677832365036,-3.697777509689331
111,training,195.5155792236328,137.4872436523438,84.28707885742188,56.23127746582031,156.3583221435547,150.9689331054688,0.335456907749176,-3.775760650634766
112,training,192.6291656494141,135.7848663330078,83.45118713378906,55.52368927001953,154.1838836669922,148.9290618896484,0.3358991742134094,-3.71103835105896
113,validation,192.5206298828125,135.5899353027344,83.15159606933594,55.39196014404297,154.0184478759766,148.6420135498047,0.3360030949115753,-3.70880651473999
114,training,189.4159851074219,134.4968566894531,80.27100372314453,53.47980117797852,152.2509765625,143.9709625244141,0.3398565053939819,-3.629979610443115
115,training,188.6188812255859,134.0646667480469,79.66287231445312,53.08919525146484,151.6353302001953,142.9524688720703,0.3402632474899292,-3.623733282089233
116,training,189.8515472412109,134.1822662353516,81.50395965576172,54.24537658691406,152.1422119140625,145.7206878662109,0.3376462757587433,-3.646785736083984
117,validation,194.5503387451172,136.7397308349609,84.3263931274414,56.18075180053711,155.5460968017578,150.7886505126953,0.3351336717605591,-3.747633457183838
118,training,190.7356719970703,134.7928924560547,81.75373840332031,54.46850204467773,152.8684387207031,146.331787109375,0.3376829922199249,-3.665441751480103
119,training,188.9707336425781,134.2331390380859,80.20519256591797,53.39202499389648,151.8666381835938,143.6554260253906,0.339708685874939,-3.631699323654175
120,training,188.963623046875,133.8385162353516,80.53106689453125,53.6223030090332,151.6146850585938,144.2091979980469,0.3388056755065918,-3.626468181610107
121,training,186.7610626220703,132.4362945556641,78.97654724121094,52.64189147949219,149.928466796875,141.6530303955078,0.3399482667446136,-3.580420732498169
122,validation,184.9747619628906,131.8392486572266,76.5439682006836,51.15555191040039,148.9496307373047,138.0309600830078,0.343010425567627,-3.544424772262573
123,training,226.9797973632812,149.8119812011719,101.1254425048828,70.19149017333984,175.7486419677734,186.3354339599609,0.3216748237609863,-4.310451030731201
124,validation,225.1944122314453,151.6597900390625,93.30760955810547,65.51103210449219,176.5978851318359,174.8187561035156,0.3308747112751007,-4.35057258605957
125,validation,239.1193695068359,156.5032348632812,100.7749481201172,71.83604431152344,184.6107177734375,190.8602600097656,0.3251795470714569,-4.554415702819824
126,training,219.8092956542969,150.6056213378906,88.07276153564453,61.69093704223633,173.8941650390625,165.2564086914062,0.3371462821960449,-4.268837928771973
127,training,218.5306091308594,150.0942993164062,88.2386245727539,61.59560775756836,173.0418395996094,165.04736328125,0.3366949260234833,-4.238344669342041
128,training,218.5260162353516,150.0976257324219,88.22590637207031,61.58739471435547,173.0422821044922,165.0272827148438,0.3367149829864502,-4.238320827484131
129,training,223.2086486816406,155.5421905517578,84.45085144042969,59.71350479125977,178.1694641113281,160.9237060546875,0.3453829288482666,-4.32880687713623
130,training,226.4820098876953,153.6948547363281,90.64860534667969,64.0728759765625,178.2045593261719,171.4437408447266,0.3351229131221771,-4.399662017822266
131,training,215.8720703125,149.1412048339844,85.97526550292969,59.84880065917969,171.5859680175781,160.8722381591797,0.3385898172855377,-4.219455242156982
