index,set_type,c11,c12,c44,G,B,E_VRH,nu,Cohesive_energy
0,training,262.0121459960938,155.1790924072266,114.3979263305664,83.46842193603516,192.3492279052734,219.5437927246094,0.3112545311450958,-4.732022285461426
1,training,264.0526733398438,156.1823577880859,114.6984558105469,83.84198760986328,193.7500152587891,220.6174011230469,0.311174750328064,-4.774984359741211
2,training,256.1621398925781,153.9911499023438,111.1624069213867,80.43144226074219,189.6797943115234,212.1288604736328,0.3141891062259674,-4.687678813934326
3,validation,255.8556060791016,153.1970367431641,110.3135299682617,80.21953582763672,189.0341644287109,211.3440704345703,0.3137287199497223,-4.693512439727783
4,training,254.7645416259766,153.0339660644531,109.9915466308594,79.7913818359375,188.5549163818359,210.3877258300781,0.3144184052944183,-4.679338932037354
5,training,247.1613922119141,150.9783020019531,107.0901947021484,76.74443817138672,184.6975250244141,202.7999572753906,0.3169935643672943,-4.589945316314697
6,validation,249.3212738037109,151.3131103515625,108.4481811523438,77.89852905273438,185.5508117675781,205.5606689453125,0.3157283961772919,-4.606661796569824
7,test,250.1451873779297,151.9963531494141,109.1971435546875,78.2572250366211,186.2832183837891,206.5258178710938,0.3155160546302795,-4.612213134765625
8,training,247.4141540527344,150.5902557373047,105.8340606689453,76.32949829101562,184.5043182373047,201.4337921142578,0.3176488280296326,-4.589684009552002
9,training,248.9317626953125,151.2400665283203,107.0595092773438,77.0750503540039,185.3923797607422,203.8020629882812,0.3167165815830231,-4.620503425598145
10,training,241.6708831787109,149.1658935546875,104.8150634765625,74.54920196533203,181.6312103271484,197.1784210205078,0.3188874125480652,-4.510005950927734
11,training,241.1640930175781,148.6338043212891,104.0775756835938,74.24992370605469,181.0265655517578,196.3228454589844,0.3195557594299316,-4.500046253204346
12,training,241.4940795898438,148.4973754882812,104.6795501708984,74.61812591552734,181.0619049072266,197.2497253417969,0.318369448184967,-4.507350921630859
13,test,240.5970001220703,149.1283721923828,104.3516159057617,74.02407836914062,181.2604522705078,195.9551239013672,0.3195918202400208,-4.508520126342773
14,test,241.2065277099609,148.8886413574219,105.1688766479492,74.62553405761719,181.1094360351562,197.5053863525391,0.3184450566768646,-4.495774269104004
15,training,241.2649536132812,149.0929565429688,104.6831817626953,74.3235092163086,181.3137664794922,196.7608184814453,0.3188400864601135,-4.510485649108887
16,training,238.9820556640625,148.3720550537109,104.2843856811523,73.68616485595703,180.1695251464844,194.96240234375,0.3196205496788025,-4.484431743621826
17,validation,242.2793426513672,148.8973846435547,103.5563354492188,74.28958892822266,181.5724487304688,196.3118286132812,0.3198256194591522,-4.53688907623291
18,training,235.3173828125,148.5513000488281,101.3645477294922,71.1583251953125,179.0707855224609,189.0865020751953,0.3234231770038605,-4.441685199737549
19,test,232.1006774902344,146.6658630371094,99.10891723632812,69.7857437133789,176.7921752929688,185.3612518310547,0.3249743580818176,-4.406623363494873
20,training,238.6986694335938,147.3359832763672,103.9980621337891,73.70445251464844,179.3279724121094,195.03564453125,0.3191312849521637,-4.474977970123291
21,training,237.6337280273438,147.2542724609375,102.0714569091797,72.62759399414062,178.9965667724609,192.2689056396484,0.3213948011398315,-4.459305763244629
22,validation,235.9643249511719,147.5504608154297,100.8942413330078,71.41972351074219,178.6558074951172,189.6436462402344,0.3224388659000397,-4.453071117401123
23,training,233.2681274414062,147.6232147216797,101.5407409667969,70.8407211303711,177.7717437744141,188.2747802734375,0.323028951883316,-4.412750244140625
24,training,234.6683654785156,147.2999114990234,101.3588714599609,71.32061767578125,177.9508819580078,189.3369140625,0.3225391209125519,-4.437623500823975
25,test,235.8498687744141,147.4091796875,101.1225662231445,71.59861755371094,178.4944305419922,189.9169464111328,0.321989119052887,-4.444815635681152
26,test,234.3649597167969,146.6228942871094,102.0094451904297,71.78250885009766,177.4410400390625,190.2346343994141,0.3210893571376801,-4.42444896697998
27,validation,236.7528228759766,147.1588897705078,102.3536682128906,72.4773941040039,178.5558929443359,191.8964385986328,0.3211976289749146,-4.450943470001221
28,test,229.2040405273438,145.6797943115234,99.8546142578125,69.534423828125,175.1621398925781,184.7569580078125,0.3243080973625183,-4.347799777984619
29,training,226.8841552734375,145.2084045410156,98.89471435546875,68.3701171875,173.9574737548828,182.0672912597656,0.3256431818008423,-4.312976360321045
30,validation,228.4477081298828,145.2483367919922,98.76403045654297,68.84923553466797,174.5114135742188,183.0807952880859,0.3253715038299561,-4.34345817565918
31,test,227.5505981445312,145.9378509521484,99.32762145996094,68.58779907226562,174.7150268554688,182.5954895019531,0.3253341019153595,-4.324977397918701
32,validation,229.3982238769531,145.5011291503906,100.4123306274414,69.85769653320312,175.0585479736328,185.5083618164062,0.3235272765159607,-4.350645542144775
33,training,228.923095703125,144.7706909179688,100.1460876464844,69.70502471923828,174.5029602050781,185.3148040771484,0.323350578546524,-4.336134910583496
34,training,228.2149810791016,145.9387664794922,98.95230865478516,68.60270690917969,174.9423370361328,182.5771942138672,0.3255971372127533,-4.334341049194336
35,training,229.5600128173828,144.5471649169922,99.3342056274414,69.6125259399414,174.4706726074219,184.8633575439453,0.324118047952652,-4.339929580688477
36,training,225.0980987548828,144.3221588134766,97.63603210449219,67.5867919921875,172.9420776367188,179.7935791015625,0.3265929520130157,-4.292593479156494
