index,set_type,c11,c12,c44,G,B,E_VRH,nu,Cohesive_energy
0,training,240.2273864746094,153.4271240234375,110.6896820068359,78.23066711425781,183.3356018066406,206.6004943847656,0.3135514259338379,-4.472818851470947
1,training,243.2282867431641,154.8859710693359,111.1112594604492,79.0404281616211,185.2820434570312,208.9003753662109,0.3138174116611481,-4.512346267700195
2,training,237.7206726074219,152.4359893798828,110.0122680664062,77.390380859375,181.8228149414062,204.3812255859375,0.3136282861232758,-4.437098979949951
3,training,241.8592681884766,154.6395874023438,109.6439208984375,78.03217315673828,184.6315460205078,206.4004058837891,0.315060168504715,-4.500877380371094
4,training,244.1086730957031,155.6197204589844,110.3580780029297,78.73381805419922,186.0688323974609,208.230712890625,0.3146576881408691,-4.535503387451172
5,training,236.9949951171875,152.4645080566406,108.4228134155273,76.48917388916016,181.6779937744141,202.3058319091797,0.3150710165500641,-4.436817646026611
6,training,236.2617340087891,151.886962890625,108.8020782470703,76.55792236328125,181.0388031005859,202.2781372070312,0.3142577707767487,-4.426172733306885
7,training,235.2132873535156,151.6856079101562,108.2861938476562,76.00208282470703,180.5335388183594,200.9973602294922,0.3146338164806366,-4.4176344871521
8,training,235.9246520996094,152.2621612548828,106.9844818115234,75.59112548828125,181.2097625732422,200.0009918212891,0.3160626888275146,-4.430045127868652
9,training,231.7917785644531,150.7953491210938,104.8659362792969,73.67228698730469,178.9553680419922,195.1779022216797,0.3166075348854065,-4.399632453918457
10,training,231.0567779541016,150.3772583007812,104.842170715332,73.57447052001953,178.4701690673828,194.9082489013672,0.316796600818634,-4.380960464477539
11,training,228.2016448974609,149.3802032470703,103.3578796386719,72.34170532226562,176.9308471679688,191.9293823242188,0.3176352381706238,-4.335489273071289
12,training,234.6242065429688,152.0237274169922,105.4874954223633,74.56597137451172,180.697509765625,197.4957427978516,0.3171211183071136,-4.431272029876709
13,training,230.9560241699219,150.5576782226562,104.6175842285156,73.38159942626953,178.487060546875,194.3944549560547,0.3170306086540222,-4.384449005126953
14,training,229.7029571533203,149.6530609130859,105.0528335571289,73.4031982421875,177.5173645019531,194.6109161376953,0.3160821795463562,-4.358160972595215
