index,set_type,c11,c12,c44,G,B,E_VRH,nu,Cohesive_energy
0,training,263.2760925292969,159.5745544433594,122.6901473999023,88.25792694091797,196.3587493896484,230.8890838623047,0.3104136884212494,-4.865639686584473
1,training,256.4033813476562,156.9050750732422,119.2661437988281,85.4076156616211,192.2119598388672,223.0581665039062,0.3123995661735535,-4.788352012634277
2,validation,251.6727447509766,154.9330902099609,118.9205017089844,84.23963165283203,189.2529144287109,220.5239562988281,0.3119333982467651,-4.680834293365479
3,training,256.6824035644531,157.1291351318359,118.9198226928711,85.26433563232422,192.5123443603516,222.6608734130859,0.3127749562263489,-4.80424690246582
4,test,234.5131225585938,149.5475769042969,105.5356140136719,74.1781234741211,180.2763214111328,194.18994140625,0.3202217519283295,-4.583418369293213
5,test,249.7813720703125,154.6021575927734,116.0647430419922,82.50797271728516,188.5287780761719,215.7464599609375,0.3137420415878296,-4.699515819549561
6,validation,256.26171875,156.7138061523438,120.2019348144531,85.74211120605469,192.1645050048828,224.2713775634766,0.3113363981246948,-4.778924942016602
7,training,246.3788452148438,153.6204223632812,114.758056640625,81.0492172241211,186.5515747070312,212.6109466552734,0.314520001411438,-4.64785623550415
8,training,249.0401153564453,154.7205810546875,114.925537109375,81.75514221191406,188.1993408203125,213.8819732666016,0.3154177665710449,-4.702195644378662
9,training,248.5860748291016,153.768310546875,115.7964324951172,82.10297393798828,187.6622161865234,214.8236846923828,0.3131619095802307,-4.694633960723877
10,validation,243.4122467041016,152.3220062255859,112.9374771118164,79.55921173095703,184.8172607421875,208.2994689941406,0.3149176239967346,-4.642112731933594
11,training,243.6544189453125,152.2076110839844,114.602668762207,80.32727813720703,184.8547973632812,210.8080291748047,0.3142603039741516,-4.603931903839111
12,test,246.8745574951172,153.2861480712891,114.7743377685547,81.18058776855469,186.7218627929688,212.144775390625,0.3149139583110809,-4.685223579406738
13,training,237.3613891601562,150.1336975097656,109.3542556762695,76.60995483398438,181.3989105224609,200.4802551269531,0.3169899880886078,-4.582256317138672
14,test,240.4505310058594,151.4819030761719,110.9957504272461,78.01676177978516,183.3112945556641,204.79736328125,0.3161911070346832,-4.598859786987305
15,training,245.7284088134766,153.4094390869141,113.0221328735352,80.1948471069336,186.4061279296875,209.8246459960938,0.314845860004425,-4.681109428405762
16,test,238.8001861572266,150.3777923583984,111.8890533447266,78.17412567138672,181.8836669921875,204.5987091064453,0.3154111802577972,-4.558755874633789
17,test,239.802734375,150.989990234375,110.8333969116211,77.7341537475586,182.6748199462891,203.579345703125,0.3163473010063171,-4.615704536437988
18,test,222.6953277587891,144.992919921875,103.0214462280273,70.38697814941406,172.7984466552734,185.3282623291016,0.3219583630561829,-4.334924221038818
19,training,233.5659637451172,148.9483489990234,106.7886047363281,74.5808334350586,179.2881774902344,195.4410095214844,0.3181693851947784,-4.537851810455322
20,test,232.9295959472656,148.3182067871094,107.5175933837891,74.87739562988281,178.8076171875,195.9237365722656,0.3179856538772583,-4.530384540557861
21,training,234.9296722412109,149.4422149658203,109.3770141601562,76.01232147216797,180.0885467529297,199.5561218261719,0.3183586895465851,-4.490495681762695
22,test,230.9893188476562,147.8943023681641,106.2750015258789,73.86260986328125,177.7966918945312,193.4151458740234,0.3188790380954742,-4.49039363861084
23,test,229.8907928466797,147.6651763916016,105.4700622558594,73.20744323730469,177.0613861083984,191.8375396728516,0.3192186057567596,-4.483972072601318
24,training,233.7767028808594,148.9414978027344,107.7276458740234,75.0908432006836,179.3558807373047,197.0291442871094,0.3178510367870331,-4.524024486541748
25,training,240.8687896728516,151.1630249023438,113.06396484375,79.18976593017578,183.2088317871094,207.5931091308594,0.3142707049846649,-4.586091041564941
26,test,235.7438049316406,149.7061462402344,109.2560195922852,76.2806625366211,180.4818725585938,199.7818603515625,0.3170187771320343,-4.544122219085693
27,test,229.3654632568359,147.8395233154297,103.249137878418,71.93441772460938,177.2698974609375,188.4329528808594,0.3225597441196442,-4.507143020629883
28,training,226.7987518310547,146.4444274902344,105.4674072265625,72.5056381225586,175.1516418457031,190.6653442382812,0.3198726773262024,-4.38353443145752
29,test,226.5982818603516,146.65380859375,105.5879898071289,72.4762954711914,175.2598724365234,190.7470703125,0.3201779127120972,-4.372960567474365
30,validation,223.6291961669922,145.5134582519531,101.6186370849609,69.91692352294922,173.5841217041016,183.7600555419922,0.3217454850673676,-4.405478477478027
31,test,229.4375152587891,147.6018218994141,106.419548034668,73.44974517822266,176.8545227050781,193.052490234375,0.3183836340904236,-4.45163106918335
32,training,230.6081237792969,147.6526947021484,107.0665054321289,74.11650085449219,177.2418365478516,194.3551177978516,0.3175455033779144,-4.476241588592529
33,test,226.6607360839844,146.4406433105469,104.2999114990234,71.92021179199219,175.2719421386719,188.6595611572266,0.3213484287261963,-4.41627025604248
34,test,226.8212738037109,146.7368927001953,105.1442108154297,72.4358139038086,175.3198852539062,190.2933807373047,0.3198925256729126,-4.400324821472168
35,test,235.6189422607422,149.4172515869141,110.2139053344727,76.61377716064453,180.3466339111328,200.8330993652344,0.3170462548732758,-4.536641120910645
36,training,222.7711639404297,145.3606719970703,101.5824203491211,69.71669006347656,173.0692901611328,183.4517822265625,0.321666955947876,-4.385279655456543
37,test,222.4075927734375,144.999755859375,101.3260879516602,69.50975799560547,172.9331665039062,182.6821746826172,0.3230246007442474,-4.38298511505127
38,test,238.0731048583984,150.6067657470703,111.852424621582,77.99458312988281,181.7382507324219,204.5201568603516,0.3158521056175232,-4.523179054260254
39,training,228.4954986572266,146.9558715820312,105.5092620849609,72.87171173095703,176.18603515625,191.3618774414062,0.3191120326519012,-4.449151992797852
40,training,219.2989501953125,143.6430358886719,101.3280258178711,68.87543487548828,170.8351135253906,181.5631408691406,0.3224032521247864,-4.303424835205078
41,test,219.1917877197266,143.7476806640625,100.181282043457,68.27304077148438,170.8345031738281,179.8551788330078,0.3236405551433563,-4.314321994781494
42,training,222.876708984375,145.3625793457031,103.8972015380859,70.77910614013672,173.1629486083984,186.7389526367188,0.3219802379608154,-4.307243347167969
43,test,228.2057647705078,146.7791290283203,107.1203536987305,73.6481704711914,175.8368072509766,194.0596771240234,0.3182231783866882,-4.391078472137451
44,test,220.1755065917969,144.3123779296875,100.9783554077148,68.89075469970703,171.5542144775391,181.7855682373047,0.322298526763916,-4.326327800750732
45,training,217.5919036865234,143.5306854248047,97.92516326904297,66.84487915039062,170.1797180175781,175.7978210449219,0.3256808519363403,-4.33279275894165
46,test,224.5066680908203,146.2112121582031,103.4310760498047,70.9652328491211,174.2708740234375,186.8714294433594,0.3218097388744354,-4.379016876220703
47,test,225.9447631835938,146.0415954589844,105.6447372436523,72.4893798828125,174.5189666748047,190.2732238769531,0.3198941946029663,-4.380424976348877
48,training,226.6276397705078,146.8213195800781,104.1865234375,71.8225326538086,175.3556060791016,188.7578582763672,0.3198844790458679,-4.423130035400391
49,test,222.1874237060547,145.0121002197266,102.6910247802734,70.072021484375,172.8728179931641,184.6966094970703,0.3226810097694397,-4.320247650146484
50,test,224.5599822998047,145.6671752929688,105.0985870361328,71.8204116821289,173.922119140625,189.2472381591797,0.3213092982769012,-4.32710075378418
51,training,224.8020782470703,145.9872741699219,104.3132247924805,71.45880126953125,174.2964935302734,188.2640228271484,0.3213977515697479,-4.356390476226807
52,training,218.4215698242188,143.3728637695312,100.4817581176758,68.27944946289062,170.49072265625,180.3999786376953,0.3234851956367493,-4.283990383148193
53,test,219.0082092285156,143.4085235595703,102.7080612182617,69.48944854736328,170.6931457519531,183.6739044189453,0.3222766220569611,-4.251323223114014
54,training,215.5170135498047,142.9371490478516,97.55148315429688,66.1301498413086,169.2420501708984,174.7306060791016,0.3263695240020752,-4.253824710845947
55,validation,219.5560455322266,144.5194854736328,101.3769912719727,68.70528411865234,171.5422515869141,181.8700714111328,0.3232025802135468,-4.285136699676514
56,test,225.1525726318359,146.0504455566406,105.4287414550781,72.09544372558594,174.2184906005859,189.7964019775391,0.3194997310638428,-4.358832836151123
57,test,223.6075744628906,145.3879852294922,103.8978958129883,70.99160766601562,173.5670928955078,187.0600280761719,0.3202642500400543,-4.373330116271973
58,training,221.1047668457031,144.1243133544922,102.9636001586914,70.11347961425781,171.8326873779297,185.1181640625,0.3212391138076782,-4.305916786193848
59,training,217.7697906494141,143.324462890625,102.0272674560547,68.79827117919922,170.0180206298828,181.8170928955078,0.3225201070308685,-4.248111248016357
60,training,214.2764129638672,141.8360443115234,98.80569458007812,66.6044692993164,168.0615539550781,176.0858917236328,0.3251747786998749,-4.226905345916748
61,training,212.6239318847656,141.2695617675781,98.19202423095703,65.88301849365234,167.1036529541016,174.2861480712891,0.3248612582683563,-4.205999374389648
62,training,210.7209625244141,140.5823211669922,96.58663940429688,64.67249298095703,165.9354553222656,171.2098236083984,0.3262788057327271,-4.176738262176514
63,test,214.8968811035156,142.4936370849609,99.09231567382812,66.77401733398438,168.5394744873047,176.5770416259766,0.3250506520271301,-4.222640991210938
64,test,218.4247436523438,143.1663970947266,103.5693817138672,69.83844757080078,170.20263671875,184.6403350830078,0.3213492631912231,-4.227714061737061
65,training,217.3694305419922,143.3841247558594,100.7674942016602,68.16621398925781,170.0201873779297,179.9972076416016,0.3238955438137054,-4.249542713165283
